종목명,종목영문명,해당등급,사용여부,해당등급등록일,종목등록일,입고대상여부,시행여부
토목구조기술사,Professional Engineer Civil Engineering Structures,기술사,N,14/06/23,14/06/23,N,현재시행
항만및해안기술사,Professional Engineer Harbor  Coastal Engineering,기술사,N,14/06/23,14/06/23,N,현재시행
도로및공항기술사,Professional Engineer Road & Airports,기술사,N,14/06/23,14/06/23,N,현재시행
철도기술사,Professional Engineer Railway,기술사,N,14/06/23,14/06/23,N,현재시행
철도차량기술사,Professional Engineer Railroad Rolling Stock,기술사,N,14/06/23,14/06/23,N,현재시행
선박건조기술사,Professional Engineer Ship Construction,기술사,N,14/06/23,14/06/23,N,폐지
기상예보기술사,Professional Engineer Weather Forecaster,기술사,N,14/06/23,14/06/23,N,현재시행
조선기술사(기관),,기술사,N,14/06/23,14/06/23,N,폐지
조선기술사(검사),,기술사,N,14/06/23,14/06/23,N,폐지
항로표지기사,Engineer Aids to Navigation,기사,Y,14/06/23,14/06/23,N,현재시행
컬러리스트기사,Engineer Colorist,기사,Y,14/06/23,14/06/23,N,현재시행
생사기능사보,Assistant Craftsman Raw Silk,기능사보,N,14/06/23,14/06/23,N,폐지+유지
건축목공기능사보,Assistant Craftsman Architectural Carpentering,기능사보,N,14/06/23,14/06/23,N,폐지+유지
전자출판기능사,Craftsman Desktop Publishing,기능사,Y,14/06/23,14/06/23,Y,현재시행
판금기능사,Craftsman Sheet Metal,기능사,Y,14/06/23,14/06/23,N,폐지
배관기능사,Craftsman Plumbing,기능사,Y,14/06/23,14/06/23,Y,현재시행
표면처리기능사,Craftsman Surface Treatment,기능사,Y,14/06/23,14/06/23,Y,현재시행
식품가공기능사,Craftsman Food Processing,기능사,Y,14/06/23,14/06/23,Y,현재시행
컨벤션기획사1급,Convention Meeting Planner Ⅰ,1급,Y,14/06/23,14/06/23,N,현재시행
소비자전문상담사2급,Consumer Adviser Junior,2급,Y,14/06/23,14/06/23,N,현재시행
선박기계기술사,Professional Engineer Marine Machinery,기술사,N,14/06/23,14/06/23,N,폐지
항공기체기술사,Professional Engineer Aircraft Body,기술사,N,14/06/23,14/06/23,N,현재시행
전기기능장,Master Craftsman Electricity,기능장,Y,14/06/23,14/06/23,Y,현재시행
항공기관기술사,Professional Engineer Aero-Motor,기술사,N,14/06/23,14/06/23,N,현재시행
항공기술사(항공장비),,기술사,N,14/06/23,14/06/23,N,폐지
전자계산기기술사,Professional Engineer Computer,기술사,N,14/06/23,14/06/23,N,폐지
전자기술사(전자재료),,기술사,N,14/06/23,14/06/23,N,폐지
화공기술사(연료및윤활유),,기술사,N,14/06/23,14/06/23,N,폐지
석연마기능사보,Assistant Craftsman Stone Polishing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
석절삭기능사보,Assistant Craftsman Stone Cutting,기능사보,N,14/06/23,14/06/23,N,폐지+유지
가구제작기능사보,Assistant Craftsman Furniture Making,기능사보,N,14/06/23,14/06/23,N,폐지+유지
오물처리사보,Assistant Craftsman Garbage Worker,기능사보,N,14/06/23,14/06/23,N,폐지+유지
온돌기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
구들온돌기능사보,Assistant Craftsman Fire Heating Ondol,기능사보,N,14/06/23,14/06/23,N,폐지+유지
전자계산기기능사보,Assistant Craftsman Computer Maintenance,기능사보,N,14/06/23,14/06/23,N,폐지+유지
포장기능사보,Assistant Craftsman Paving Work,기능사보,N,14/06/23,14/06/23,N,폐지+유지
갱부기능사보,Assistant Craftsman Tunnel Work,기능사보,N,14/06/23,14/06/23,N,폐지+유지
조적기능사보,Assistant Craftsman Brick Laying,기능사보,N,14/06/23,14/06/23,N,폐지+유지
철근기능사보,Assistant Craftsman Reinforced Iron Bar,기능사보,N,14/06/23,14/06/23,N,폐지+유지
철골기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
전기기능사,Craftsman  Electricity,기능사,Y,14/06/23,14/06/23,Y,현재시행
원예기능사,Craftsman Horticulture,기능사,Y,14/06/23,14/06/23,Y,현재시행
철도운송기능사,Craftsman Railroad Transport,기능사,Y,14/06/23,14/06/23,N,폐지+유지
철도운송산업기사,Industrial Engineer Railroad Transport,산업기사,Y,14/06/23,14/06/23,Y,현재시행
산림기술사,Professional Engineer Forestry,기술사,N,14/06/23,14/06/23,N,현재시행
창호제작기능사보,Assistant Craftsman Joinery,기능사보,N,14/06/23,14/06/23,N,폐지
목재창호기능사보,Assistant Craftsman Wood Joinery,기능사보,N,14/06/23,14/06/23,N,폐지+유지
금속재창호기능사보,Assistant Craftsman Metal Joinery,기능사보,N,14/06/23,14/06/23,N,폐지+유지
미장기능사보,Assistant Craftsman Plastering,기능사보,N,14/06/23,14/06/23,N,폐지+유지
선박기관정비기능사보,Assistant Craftsman Marine Engine Maintenance,기능사보,N,14/06/23,14/06/23,N,폐지+유지
일반직5급,,기사,Y,14/06/23,14/06/23,N,해당사항없음
석공기능사보,Assistant Craftsman Stone Work,기능사보,N,14/06/23,14/06/23,N,폐지+유지
보선기능사보,Assistant Craftsman Track Maintenance,기능사보,N,14/06/23,14/06/23,N,폐지+유지
초상사진기능사보,Assistant Craftsman Portrait Photograph,기능사보,N,14/06/23,14/06/23,N,폐지
축소사진기능사보,Assistant Craftsman Micrographics,기능사보,N,14/06/23,14/06/23,N,폐지+유지
상업사진기능사보,Assistant Craftsman Commercial Photograph,기능사보,N,14/06/23,14/06/23,N,폐지
보도사진기능사보,Assistant Craftsman Documentary Photograph,기능사보,N,14/06/23,14/06/23,N,폐지
사진기능사보,Assistant Craftsman Photograph,기능사보,N,14/06/23,14/06/23,N,폐지+유지
선로설비기능사보,Assistant Craftsman Telecommunication Wiring,기능사보,N,14/06/23,14/06/23,N,폐지+유지
유선설비기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
정보통신운용기능사보,Assistant Craftsman Information & Communication System,기능사보,N,14/06/23,14/06/23,N,폐지+유지
전신전화기기기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
전화교환기능사보,Assistant Craftsman Telephone Operator,기능사보,N,14/06/23,14/06/23,N,폐지+유지
한복기능사보,Assistant Craftsman Korean Clothes,기능사보,N,14/06/23,14/06/23,N,폐지+유지
선박조립기능사보,Assistant Craftsman Ship Assembly,기능사보,N,14/06/23,14/06/23,N,폐지+유지
금속도장기능사보,Assistant Craftsman Metal Coating,기능사보,N,14/06/23,14/06/23,N,폐지+유지
목공예기능사보,Assistant Craftsman Wood Handicraft,기능사보,N,14/06/23,14/06/23,N,폐지+유지
인판공예기능사보,Assistant Craftsman Carving Handicraft,기능사보,N,14/06/23,14/06/23,N,폐지+유지
문선식자기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
문선식자기능사보,Assistant Craftsman Typo Composing (Typo),기능사보,N,14/06/23,14/06/23,N,폐지+유지
지형연판기능사보,Assistant Craftsman Matrix and Stereotype,기능사보,N,14/06/23,14/06/23,N,폐지+유지
컴퓨터응용선반기능사,Craftsman Computer Aided Lathe,기능사,Y,14/06/23,14/06/23,Y,현재시행
컴퓨터응용밀링기능사,Craftsman Computer Aided Milling,기능사,Y,14/06/23,14/06/23,Y,현재시행
철도차량정비기능사,Craftsman Railroad car Maintenance,기능사,Y,14/06/23,14/06/23,Y,현재시행
압연기능사,Craftsman Rolling,기능사,Y,14/06/23,14/06/23,Y,현재시행
용접기능사,Craftsman Welding,기능사,Y,14/06/23,14/06/23,Y,현재시행
전자계산기제어산업기사,Industrial Engineer Computer Maintenance Control,산업기사,Y,14/06/23,14/06/23,Y,현재시행
에너지관리산업기사,Industrial Engineer Energy Management,산업기사,Y,14/06/23,14/06/23,Y,현재시행
금속재료기사,Engineer Metal,기사,Y,14/06/23,14/06/23,N,현재시행
어업생산관리기사,Engineer Fisheries Production and Management,기사,Y,14/06/23,14/06/23,N,현재시행
에너지관리기사,Engineer Energy Management,기사,Y,14/06/23,14/06/23,N,현재시행
화훼장식기사,Engineer Floral Design,기사,Y,14/06/23,14/06/23,N,현재시행
철야금기술사,Professional Engineer Ferrous Metallurgy,기술사,N,14/06/23,14/06/23,N,폐지
인쇄기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
인쇄기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
인쇄기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
지주기능사보,Assistant Craftsman Timbering,기능사보,N,14/06/23,14/06/23,N,폐지+유지
선광기능사보,Assistant Craftsman Ore-Dressing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
광산기계설치기능사보,Assistant Craftsman Mining Machine Installing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
기편기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
수편기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
수자수기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
유리시공기능사보,Assistant Craftsman Glazier,기능사보,N,14/06/23,14/06/23,N,폐지+유지
유기농업기능사,Craftsman Organic Agriculture,기능사,Y,14/06/23,14/06/23,Y,현재시행
위험물산업기사,Industrial Engineer Hazardous material,산업기사,Y,14/06/23,14/06/23,Y,현재시행
스포츠경영관리사,Sport Business Manager,2급,Y,14/06/23,14/06/23,N,현재시행
위험물기능장,Master Craftsman Hazardous material,기능장,Y,14/06/23,14/06/23,Y,현재시행
광해방지기사,Engineer Mining Hazard Prevention Reclamation,기사,Y,14/06/23,14/06/23,N,현재시행
산업계측제어기술사,Professional Engineer Industry measurement control,기술사,N,14/06/23,14/06/23,N,현재시행
광해방지기술사,Professional Engineer Mining Hazard Prevention and Reclamation,기술사,N,14/06/23,14/06/23,N,현재시행
기계자수기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
나전칠기기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
나전칠기기능사보,Assistant Craftsman Mother of Pearl Lacquer Ware            (Lacquer Ware),기능사보,N,14/06/23,14/06/23,N,폐지+유지
금속공예기능사보,Assistant Craftsman Metal Handicraft,기능사보,N,14/06/23,14/06/23,N,폐지+유지
직기보전기능사보,Assistant Craftsman Weaving Machine Maintenance,기능사보,N,14/06/23,14/06/23,N,폐지+유지
직기조정기능사보,Assistant Craftsman Weaving Machine Control,기능사보,N,14/06/23,14/06/23,N,폐지+유지
정련표백기능사보,Assistant Craftsman Scouring and Bleaching,기능사보,N,14/06/23,14/06/23,N,폐지+유지
침염기능사보,Assistant Craftsman Dip Dyeing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
날염기능사보,Assistant Craftsman Textile Printing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
위험물기능사(제1류),Craftsman Hazardous material-oxide solid,기능사,Y,14/06/23,14/06/23,N,폐지
위험물기능사(제2류),Craftsman Hazardous material-combustible solid,기능사,Y,14/06/23,14/06/23,N,폐지
위험물기능사(제3류),Craftsman Hazardous material-water reactive substance,기능사,Y,14/06/23,14/06/23,N,폐지
위험물기능사(제5류),Craftsman Hazardous material - self-reactive substance,기능사,Y,14/06/23,14/06/23,N,폐지
위험물기능사(제6류),Craftsman Hazardous material - oxide liquid,기능사,Y,14/06/23,14/06/23,N,폐지
쇄석기운전기능사,Craftsman Crusher Operator,기능사,Y,14/06/23,14/06/23,N,폐지+유지
양복기능사(양복봉제),Craftsman Tailor-Sewing,기능사,Y,14/06/23,14/06/23,N,폐지
섬유화학기사,Engineer Chemical Textile,기사,Y,14/06/23,14/06/23,N,폐지
직물가공기능사보,Assistant Craftsman Textile Fabric Finishing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
호부기조정기능사보,Assistant Craftsman Sizing Machine Control,기능사보,N,14/06/23,14/06/23,N,폐지+유지
굴착기능사보,Assistant Craftsman Underground Excavation,기능사보,N,14/06/23,14/06/23,N,폐지+유지
굴진기능사보,Assistant Craftsman,기능사보,N,14/06/23,14/06/23,N,폐지+유지
온수온돌기능사보,Assistant Craftsman Hot Water System Ondol,기능사보,N,14/06/23,14/06/23,N,폐지+유지
거푸집기능사보,Assistant Craftsman Molding,기능사보,N,14/06/23,14/06/23,N,폐지+유지
자료입력기능사보,Assistant Craftsman Information Processing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
도배기능사보,Assistant Craftsman Wall Papering,기능사보,N,14/06/23,14/06/23,N,폐지+유지
정보처리기능사(상시),,기능사,Y,14/06/23,14/06/23,N,폐지
자동차보수도장기능사,Craftsman Automobile Repair Painting,기능사,Y,14/06/23,14/06/23,Y,현재시행
설비보전기능사,Craftsman Plant Maintenance,기능사,Y,14/06/23,14/06/23,Y,현재시행
섬유물리산업기사,Industrial Engineer Physical Textile,산업기사,Y,14/06/23,14/06/23,N,폐지
7급(일반),,기사,Y,14/06/23,14/06/23,N,해당사항없음
7급(장애),,기사,Y,14/06/23,14/06/23,N,해당사항없음
9급(일반),,기사,Y,14/06/23,14/06/23,N,해당사항없음
9급(장애),,기사,Y,14/06/23,14/06/23,N,해당사항없음
설비보전기사,Engineer Plant Maintenance,기사,Y,14/06/23,14/06/23,N,현재시행
산업기계설비기술사,Professional Engineer Industrial Machinery Facility,기술사,N,14/06/23,14/06/23,N,현재시행
화학분석기사,Engineer Chemical Analysis,기사,Y,14/06/23,14/06/23,N,현재시행
조선기술사,Professional Engineer Shipbuilding,기술사,N,14/06/23,14/06/23,N,현재시행
고압가스취급기능사보,Assistant Craftsman High-Pressure Gas Handling,기능사보,N,14/06/23,14/06/23,N,폐지+유지
철도동력차기관정비기능사보,Assistant Craftsman Locomotive Power Train Engine Maintenance,기능사보,N,14/06/23,14/06/23,N,폐지+유지
조선요철기능사보,Assistant Craftsman Shipbuilding Bending Processing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
선체의장기능사보,Assistant Craftsman Hull Outfitting,기능사보,N,14/06/23,14/06/23,N,폐지+유지
기와기능사보,Assistant Craftsman Roof Tile Work,기능사보,N,14/06/23,14/06/23,N,폐지+유지
함석기능사보,Assistant Craftsman Galvanized Iron-Sheet Work,기능사보,N,14/06/23,14/06/23,N,폐지+유지
타일기능사보,Assistant Craftsman Tile Laying,기능사보,N,14/06/23,14/06/23,N,폐지+유지
방적기보전기능사보,Assistant Craftsman Spinning Machine Maintenance,기능사보,N,14/06/23,14/06/23,N,폐지+유지
방적기조정기능사보,Assistant Craftsman Spinning Machine Control,기능사보,N,14/06/23,14/06/23,N,폐지+유지
전자부품장착(SMT)기능사,Craftsman Surface Mount Technology,기능사,Y,14/06/23,14/06/23,Y,현재시행
타워크레인운전기능사,Craftsman Tower Crane Operating,기능사,Y,14/06/23,14/06/23,Y,현재시행
전자부품장착산업기사,Industrial Engineer Surface Mount Technology,산업기사,Y,14/06/23,14/06/23,Y,현재시행
컨벤션기획사2급,Convention Meeting Planner Ⅱ,2급,Y,14/06/23,14/06/23,N,현재시행
화공기술사,Professional Engineer Chemical Industry,기술사,N,14/06/23,14/06/23,N,현재시행
섬유기계기사,,기사,Y,14/06/23,14/06/23,N,폐지
품질경영기사,Engineer Quality Management,기사,Y,14/06/23,14/06/23,N,현재시행
직업상담직(8급),,기사,Y,14/06/23,14/06/23,N,해당사항없음
직업상담직(9급),,기사,Y,14/06/23,14/06/23,N,해당사항없음
자원관리기술사,Professional Engineer  Energy  Mineral Resources Management,기술사,N,14/06/23,14/06/23,N,현재시행
내선공사기능사보,Assistant Craftsman Interior Wiring,기능사보,N,14/06/23,14/06/23,N,폐지+유지
외선공사기능사보,Assistant Craftsman External Wiring,기능사보,N,14/06/23,14/06/23,N,폐지+유지
버섯종묘기능사보,Assistant Craftsman Mushroom Seedling,기능사보,N,14/06/23,14/06/23,N,폐지+유지
영림기능사보,Assistant Craftsman Forestry Management,기능사보,N,14/06/23,14/06/23,N,폐지+유지
동력배선기능사보,Assistant Craftsman Electric Power Wiring,기능사보,N,14/06/23,14/06/23,N,폐지+유지
내화물제조기능사보,Assistant Craftsman Refractories Manufacturing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
신호보안기능사보,Assistant Craftsman Railway Signal,기능사보,N,14/06/23,14/06/23,N,폐지+유지
음향영상기기기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
전자기기기능사보,Assistant Craftsman Electronic Apparatus,기능사보,N,14/06/23,14/06/23,N,폐지+유지
자동차정비기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
직업상담사1급,"Vocational Counselor, Senior",1급,Y,14/06/23,14/06/23,N,현재시행
기계설계기사,Engineer Machinery Design,기사,Y,14/06/23,14/06/23,N,현재시행
미용사(피부),Esthetician,기능사,Y,14/06/23,14/06/23,Y,현재시행
전기계측제어기능사보,Assistant Craftsman Electric Measurement and Control,기능사보,N,14/06/23,14/06/23,N,폐지+유지
의료전자기능사,Craftsman medical Electronic,기능사,Y,14/06/23,14/06/23,Y,현재시행
발전기기능사보,Assistant Craftsman Generator,기능사보,N,14/06/23,14/06/23,N,폐지+유지
고압가스화학기능사보,Assistant Craftsman High-Pressure Gas Chemistry,기능사보,N,14/06/23,14/06/23,N,폐지+유지
가죽처리기능사보,Assistant Craftsman Leather Processing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
제지기능사보,Assistant Craftsman Paper Manufacturing (Paper Machinery),기능사보,N,14/06/23,14/06/23,N,폐지+유지
제지기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
제지기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
통신케이블기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
전기기기(2)기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
전기기기(1)기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
의공산업기사,Industrial Engineer Biomedical,산업기사,Y,14/06/23,14/06/23,Y,현재시행
담배포장기능사보,Assistant Craftsman Cigarette Paking,기능사보,N,14/06/23,14/06/23,N,폐지+유지
일반직5급,,기사,Y,14/06/23,14/06/23,N,해당사항없음
어로기능사보,Assistant Craftsman Fishery,기능사보,N,14/06/23,14/06/23,N,폐지+유지
미용사(일반),Hairdresser,기능사,Y,14/06/23,14/06/23,Y,현재시행
산림기사,Engineer Forest,기사,Y,14/06/23,14/06/23,N,현재시행
전자상거래관리사1급,E-Business Master Level-Ⅰ,1급,Y,14/06/23,14/06/23,N,현재시행
주강용해기능사보,Assistant Craftsman Steel Melting,기능사보,N,14/06/23,14/06/23,N,폐지+유지
주물용해기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
열처리기능사보,Assistant Craftsman Heat Treatment,기능사보,N,14/06/23,14/06/23,N,폐지+유지
열처리기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
제지기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
플라스틱제품제조기능사보,Assistant Craftsman Plastic Products Manufacturing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
사진제판기능사보,Assistant Craftsman Photography Plate Making                (Computer Photo Composition),기능사보,N,14/06/23,14/06/23,N,폐지+유지
인쇄사진기능사보,Assistant Craftsman Printing Photograph (Photo Composition),기능사보,N,14/06/23,14/06/23,N,폐지+유지
사진제판기능사보,Assistant Craftsman Photography Plate Making (Photographing),기능사보,N,14/06/23,14/06/23,N,폐지+유지
잠수기능사보,Assistant Craftsman Diver,기능사보,N,14/06/23,14/06/23,N,폐지+유지
담배재건조기능사보,Assistant Craftsman Tobacco Re-Drying,기능사보,N,14/06/23,14/06/23,N,폐지+유지
전기철도산업기사,Industrial Engineer Electric Railway,산업기사,Y,14/06/23,14/06/23,Y,현재시행
판금제관산업기사,Industrial Engineer Sheet Metal Boiler Making,산업기사,Y,14/06/23,14/06/23,Y,현재시행
컴퓨터응용가공산업기사,Industrial Engineer Computer Aided Manufacturing,산업기사,Y,14/06/23,14/06/23,Y,현재시행
화공산업기사,Industrial Engineer Chemical Industry,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
품질경영산업기사,Industrial Engineer Quality Management,산업기사,Y,14/06/23,14/06/23,Y,현재시행
화학유화기기조작기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
축산기능사보,Assistant Craftsman Livestock,기능사보,N,14/06/23,14/06/23,N,폐지+유지
화학분리기기조작기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
화학분쇄혼합기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
화학열기기조작기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
공기압축기운전기능사,Craftsman Air Compressor Operator,기능사,Y,14/06/23,14/06/23,N,폐지+유지
천장크레인운전기능사,Craftsman Overhead Travelling Crane Operator,기능사,Y,14/06/23,14/06/23,Y,현재시행
나전칠기기능사보,Assistant Craftsman Mother of Pearl Lacquer Ware            (Mother of Pearl Work),기능사보,N,14/06/23,14/06/23,N,폐지+유지
펄프제지기능사,Craftsman Pulp Assistant Paper,기능사,Y,14/06/23,14/06/23,N,폐지
아스팔트피니셔운전기능사,Craftsman Asphalt Finisher Operator,기능사,Y,14/06/23,14/06/23,Y,현재시행
중식조리산업기사,Industrial Engineer Cook(Chinese  Food),산업기사,Y,14/06/23,14/06/23,Y,현재시행
광산보안기능사(기계분야),,기능사,Y,14/06/23,14/06/23,N,폐지
광산보안산업기사,Industrial Engineer Mining Safety,산업기사,Y,14/06/23,14/06/23,Y,현재시행
방수기능사보,Assistant Craftsman Water Proof Work,기능사보,N,14/06/23,14/06/23,N,폐지+유지
윤활관리기사,Engineer Lubricant Handling,기사,Y,14/06/23,14/06/23,N,폐지+유지
워드프로세서3급,,3급,N,14/06/23,14/06/23,N,폐지
건설기계기관정비기능사보,Assistant Craftsman Construction Equipment Engine Maintenance,기능사보,N,14/06/23,14/06/23,N,폐지+유지
음향통신기능사,Craftsman Sound Telegraphic Communication,기능사,Y,14/06/23,14/06/23,N,폐지+유지
연구직,,기사,Y,14/06/23,14/06/23,N,해당사항없음
제지기능사보,Assistant Craftsman Paper Manufacturing (Pulp Machinery),기능사보,N,14/06/23,14/06/23,N,폐지+유지
제선기능사,Craftsman Iron Making,기능사,Y,14/06/23,14/06/23,Y,현재시행
전산회계운용사1급,Computerized Accounting Specialist Level-Ⅰ,1급,Y,14/06/23,14/06/23,N,현재시행
타자3급,,3급,N,14/06/23,14/06/23,N,해당사항없음
콘크리트기능사보,Assistant Craftsman Concrete,기능사보,N,14/06/23,14/06/23,N,폐지+유지
건축도장기능사보,Assistant Craftsman Architectural Painting,기능사보,N,14/06/23,14/06/23,N,폐지+유지
주산2급,,2급,Y,14/06/23,14/06/23,N,폐지
영문타자2급,,2급,Y,14/06/23,14/06/23,N,폐지
타자1급,,1급,Y,14/06/23,14/06/23,N,폐지
한글속기/수필1급,,1급,Y,14/06/23,14/06/23,N,해당사항없음
원동기취급기능사,Craftsman Bprime Mover Operation,기능사,Y,14/06/23,14/06/23,N,폐지+유지
미용사,Cosmetologist,기능사,Y,14/06/23,14/06/23,N,폐지+유지
한글속기/수필5급,,5급,N,14/06/23,14/06/23,N,해당사항없음
한글타자5급,,5급,N,14/06/23,14/06/23,N,폐지
부기4급,,4급,N,14/06/23,14/06/23,N,폐지
영문타자4급,,4급,N,14/06/23,14/06/23,N,폐지
철도차량산업기사,Industrial Engineer Railway Vehicles,산업기사,Y,14/06/23,14/06/23,Y,현재시행
한글타자4급,,4급,N,14/06/23,14/06/23,N,폐지
한글속기/수필4급,,4급,N,14/06/23,14/06/23,N,해당사항없음
전산회계운용사3급,Computerized Accounting Specialist Level-Ⅲ,3급,N,14/06/23,14/06/23,N,현재시행
영문타자5급,,5급,N,14/06/23,14/06/23,N,폐지
한글속기/수필3급,,3급,N,14/06/23,14/06/23,N,해당사항없음
시추기능사보,Assistant Craftsman Mine Boring,기능사보,N,14/06/23,14/06/23,N,폐지+유지
전자상거래운용사,E-Business Specialist,단일등급,N,14/06/23,14/06/23,N,현재시행
주산단위(1단~8단),,단일등급,N,14/06/23,14/06/23,N,폐지
방사선비파괴검사기사,Engineer Radiation Nondestructive Testing,기사,Y,14/06/23,14/06/23,N,현재시행
한글타자2급,,2급,Y,14/06/23,14/06/23,N,폐지
한글속기/수필2급,,2급,Y,14/06/23,14/06/23,N,해당사항없음
워드프로세스,Word Processor Specialist,1급,Y,14/06/23,14/06/23,N,현재시행
목재창호산업기사,Industrial Engineer Wood Joinery,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
비계기능사보,Assistant Craftsman Scaffolding,기능사보,N,14/06/23,14/06/23,N,폐지+유지
전산회계운용사2급,Computerized Accounting Specialist Level-Ⅱ,2급,Y,14/06/23,14/06/23,N,현재시행
포장기능사,Craftsman Paving,기능사,Y,14/06/23,14/06/23,N,폐지+유지
방적기보전기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
일반판금기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
철골구조물기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
전기기기(1)기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
보일러기능사1급,Class Ⅰ Craftsman Boilermith,산업기사,Y,14/06/23,14/06/23,N,폐지
직물가공기능사1급,Class Ⅰ Craftsman Textile Fabric Finishing,산업기사,Y,14/06/23,14/06/23,N,폐지
주물사처리기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
고분자제품제조기능사1급,Class Ⅰ Craftsman Polymer,산업기사,Y,14/06/23,14/06/23,N,폐지
양복기능사1급,Class Ⅰ Craftsman Tailoring,산업기사,Y,14/06/23,14/06/23,N,폐지
냉동식품제조기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
귀금속가공기능사1급,Class Ⅰ Craftsman Precious Metal Processing,산업기사,Y,14/06/23,14/06/23,N,폐지
전자계산기조작기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
기계자수기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
문선식자기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
타자기수리기능사1급,Class Ⅰ Craftsman,산업기사,Y,14/06/23,14/06/23,N,폐지
로울러기능사1급,Class Ⅰ Craftsman Road-Roller,산업기사,Y,14/06/23,14/06/23,N,폐지
기계기술사,Professional Engineer Machine,기술사,N,14/06/23,14/06/23,N,현재시행
라디오텔레비기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
자동차정비기능사1급,Class Ⅰ Craftsman Motor-Vehicle Mechanics,산업기사,Y,14/06/23,14/06/23,N,폐지
판금제관기능장,Master Craftsman Sheet-Metal & Boiler Making,기능장,Y,14/06/23,14/06/23,Y,현재시행
컴퓨터시스템응용기술사,Professional Engineer Computer System Application,기술사,N,14/06/23,14/06/23,N,현재시행
섬유기술사,Professional Engineer Textile,기술사,N,14/06/23,14/06/23,N,현재시행
판금제관기능사,Craftsman Sheet Metal and Boiler Making,기능사,Y,14/06/23,14/06/23,Y,현재시행
건설기계정비기능사,Craftsman Construction Equipment Maintenance,기능사,Y,14/06/23,14/06/23,Y,현재시행
섬유화학산업기사,Industrial Engineer Chemical Textile,산업기사,Y,14/06/23,14/06/23,N,폐지
수산양식기사,Engineer Aquatic-Cultivation (Sea Vegetable),기사,Y,14/06/23,14/06/23,N,폐지+유지
포장기사,Engineer Packing,기사,Y,14/06/23,14/06/23,N,현재시행
광산보안기사,Engineer Mining Safety,기사,Y,14/06/23,14/06/23,N,현재시행
금형기능사,Craftsman Metal Mold,기능사,Y,14/06/23,14/06/23,Y,현재시행
양복기능사,Craftsman Tailor,기능사,Y,14/06/23,14/06/23,Y,현재시행
제강기능사,Craftsman Steel Making,기능사,Y,14/06/23,14/06/23,Y,현재시행
소방설비기사,Engineer Fire Fighting Facilities -Electrical,기사,Y,14/06/23,14/06/23,N,폐지
건설기계설비기사,Engineer Construction Equipment,기사,Y,14/06/23,14/06/23,N,현재시행
응용지질기술사,Professional Engineer Applied Geology,기술사,N,14/06/23,14/06/23,N,폐지
가스기술사,Professional Engineer Gas,기술사,N,14/06/23,14/06/23,N,현재시행
