종목명,항목,내용
금형제작기능장,진로 및 전망," 금형제작업체, 자동화기계 및 설비업체, 자동차, 전기 및 전기기기생산업체, 각종 기   구설계 등 기계 및 금속제품 생산업체 등으로 진출할 수 있다.  이외 직업능력개발훈   련교사로도 진출할 수 있다. - 금형은 우리가 매일 사용하는 전기·전자제품을 비롯하여 자동차, 철도, 선박, 항공   기 등의 수송기계와 반도체·통신기기, 산업기계, 정밀기계, 광학기기, 농업·건축용   기기, 완구 등을 제조하는데 필수적으로  이용되는 만큼 그 용도는 실로 광범위하고    다양하다.  이와 더불어 금형분야에서 CAD/CAM 시스템 도입에 의한 자동화와 자동   차, 가전제품, 완구류 등 제품의 모델 수명의 단축에 따른 개발기간의 단축, 원가절   감을 위한 공정개선, 제품의 고정밀도화가 요구되고 있다.  이에 따라 오랜 실무 경   험을 통해 고도의 숙련기능을 갖춘 전문기능인력에 대한 수요가 증가할 전망이다."
금형제작기능장,출제경향, 작업형 실기시험이므로 시험과목과 출제기준을 참고
금형제작기능장,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 실업계 고등학교의 금형과③ 훈련기관 : 한국산업인력공단 산하 직업훈련원의 프레스금형 및 사출금형 과정,                공공직업훈련원, 인정직업훈련원의 프레스금형 직업훈련과정, 생산기술               연구원 부설 기술교육센터의 금형과, 정밀측정과 과정④ 시험과목   - 필기 : 금형공작법, 금형설계, 기계재료 및 열처리, CAD/CAM, 자동화생산시스템             및 측정, 공유압, 치공구, 공업경영에 관한 사항   - 실기 : 금형제작 실무⑤ 검정방법   - 필기 : 전과목 혼합, 객관식 60문항(60분)   - 실기 : 작업형(12시간 정도)⑥ 합격기준   - 필기·실기 : 100점을 만점으로 하여 60점이상 "
기계가공기능장,개요,기존 중화학공업의 육성책에 따라 기계가공을 비롯한 기계관련산업은 괄목할만한 성장을 이루었다.  기계가공은 기계제조 전반에 걸친 매우 중요한 공정으로 생산시설이 자동화됨에 따라 더 많은 숙련기능인력을 필요로 하게되었다. 이에 따라 기계가공분야의 발전을 도모하기 위한 제반 환경조성과최상급의 숙련기능인력을 양성하기 위하여 자격을 제정. 
기계가공기능장,변천과정,’74.10.16. 대통령령 제7283호’83.12.20. 대통령령 제11281호현재기계가공기능장기계가공기능장기계가공기능장기어절삭기능장
기계가공기능장,수행직무,"선반, 연삭, 밀링, 기어절삭 등 기계가공에 관한 최상급 숙련기능을 가지고 산업현장에서 작업관리, 소속 기능자의 지도 및 감독, 현장훈련, 경영층과 생산계층을 유기적으로 결합시켜주는 현장의 중간관리 등의 업무 수행. "
기계가공기능장,실시기관 홈페이지,http://www.q-net.or.kr
기계가공기능장,실시기관명,한국산업인력공단 
기계가공기능장,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1건설기계관리법 시행규칙제33조 검사대행자등(별표9)타워크레인검사대행자의인력기준2건설산업기본법 시행령제13조 건설업의 등록기준(별표2)건설업의 등록기준3건설산업기본법 시행령제35조 건설기술자의 현장배치기준등(별표5)공사예정금액의 규모별 건설 기술자 배치기준4경찰공무원임용령제16조 특별채용의 요건특별채용의 자격5고등학교 졸업학력 검정고시 규칙제12조 과목면제과목면제6공무원수당 등에 관한 규정제14조 특수업무수당(별표11)특수업무수당지급7공무원임용시험령제27조 경력경쟁채용시험의 응시자격 등(별표7, 8)경력경쟁채용시험에 응시8공무원임용시험령제31조 채용시험의 특전(별표12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증9공연법 시행규칙제6조의4 무대예술전문인 자격  검정의 응시무대예술전문인의 자격검정에 응시하고자 하는 자의 자격10공연법 시행령제10조의2 안전진단기관의 지정  요건(별표1)안전진단기관의 인력 요건11공연법 시행령제10조의4 무대예술전문인 자격 검정의 응시기준(별표2)무대예술전문인 자격검정의 등급별 응시기준12공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우13공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인 신청퇴직공직자의 취업승인 요건14공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건15관광진흥법 시행규칙제70조 안전성검사기관 등록  요건(별표24)안전성검사기관 등록 시 인력 요건16광산보안법 시행규칙제35조 보안감독계원보안감독계원 선임17교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격18교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정19국가공무원법제36조의2 채용시험의 가점채용시험의 가점20국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제20조 연구기획평가사의 자격시험연구기획평가사 자격시험 일부 면제21국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제2조 이공계인력의 범위 등이공계인력의 정의22국가기술자격법제14조 국가기술자격 취득자에  대한 우대국가기술자격 취득자를 우대23국가기술자격법 시행규칙제21조 시험위원의 자격 등 (별표16)시험위원의 자격24국가기술자격법 시행령제27조 국가기술자격취득자의  취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대25국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당  가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산26국외유학에 관한 규정제5조 자비유학자격자비유학을 할수 있는자27국회인사규칙제20조 경력경쟁채용등의 요건동종직무에 관한 자격증소지자를 경력경쟁채용하는 경우28군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제29군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산30군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격31군인사법 시행규칙제14조 부사관의 임용부사관의 자격32궤도운송법 시행규칙제18조 안전검사업무의 위탁 등 (별표1)안전검사업무를 위탁받기 위하여 갖추어야 하는 기술인력33근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의34근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의  자격 취득(별표1)직업능력개발훈련교사의자격(자격을 취득하고 고용노동부령으로 정하는 훈련을 받은 사람)35근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생 선발방법정원 내 특별전형대상자36근로자직업능력 개발법 시행령제42조 교원 등의 자격(별표4)기능대학의 교원 자격(산업체 현장의 근무 경력이 있는 사람)37근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대38대기환경보전법 시행규칙제70조 자동차제작자의 검사  인력ㆍ장비 등(별표19)인증시험을 실시하는 경우에 갖추어야 할 인력39독학에 의한 학위취득에 관한 법률 시행규칙제4조 국가기술자격취득자에  대한시험면제범위등자격취득분야와 동일한 분야의 시험에 응시하는 자에 대하여는 해당 과정별 인정시험 면제40독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자41문화산업진흥 기본법 시행령제26조 기업부설창작연구소  등의인력ㆍ시설 등의 기준기업부설창작연구소의 인력기준42법원계약직공무원규칙제3조 채용자격(별표2)전문계약직공무원의 채용자격기준43법원공무원규칙제19조 경력경쟁채용시험의  응시요건등경력경쟁채용시험의 응시요건44병역법제53조 전시근로소집 대상 등전시근로소집 제외 대상45병역법 시행령제81조 농어업 분야 종사자의  산업기능요원 편입농어업 분야의 산업기능요원에 편입할 수 있는 사람46부품·소재전문기업 등의 육성에 관한 특별조치법 시행령제14조 부품·소재기술개발전문 기업의 지원기준 등부품·소재기술개발전문기업의 기술개발전담요원47비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위48산업안전보건법 시행규칙제17조 안전관리대행기관의 인력 ·시설 및 장비기준(별표5)안전관리대행기관의 인력기준49산업안전보건법 시행규칙제74조 검사원의 자격검사원의 자격50산업안전보건법 시행규칙제75조 지정검사기관의 지정요건  (별표10)지정검사기관의 인력기준51산업안전보건법 시행령제26조의10 안전ㆍ보건교육의 위탁 전문기관 및 요건(별표6의3)안전ㆍ보건교육의 위탁 전문기관의 요건52선거관리위원회 공무원규칙제21조 경력경쟁채용등의 요건 (별표4)동종직무에 관한 자격증소지자를 특별채용53선거관리위원회 공무원규칙제29조 전직시험의 면제 (별표13, 15)전직시험의 면제54선거관리위원회 공무원규칙제85조 전직시험이 면제되는  직급별 자격증 구분 (별표13)전직시험이 면제되는 당해직급에 상응하는 자격증55선거관리위원회 공무원규칙제89조 채용시험의 특전 (별표14, 15)자격증의 소지자가 6급이하 공무원채용시험에 응시하는 경우 점수 가산56선거관리위원회 공무원평정규칙제23조 자격증의 가점(별표5)자격증의 가점평정57선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제58소방공무원임용령제15조 특별채용의 요건등특별채용의 요건59소음ㆍ진동관리법 시행규칙제18조 환경기술인의 자격기준 등 (별표7)환경기술인을 두어야 할 사업장과 그 자격기준60소음ㆍ진동관리법 시행규칙제36조 자동차제작자 검사의 인력·장비 등(별표14)자동차제작자가 인증시험을 실시하는 경우에 갖추어야 할 인력61수도법 시행규칙제12조 수도시설관리자의 자격수도시설관리자의 자격62여성과학기술인육성및지원에관한법률시행령제2조 정의여성과학기술인의 자격63연구직 및 지도직공무원의 임용 등에 관한 규정제26조의2 채용시험의 특전 (별표5, 7)연구사 및 지도사공무원 채용시험 응시하는 경우 점수 가산64원자력안전법 시행령제118조 응시자격(별표5)원자로의 운전이나 핵연료물질ㆍ방사성동위원소 등의 취급을 하기 위한 면허 응시자격65전기사업법제73조 전기안전관리자의 선임 등전기설비의 공사·유지 및 운용에 관한 안전관리업무를 수행하게 하기 위하여 필요한 전기안전관리자66전기사업법 시행규칙제33조 전기설비 검사자의 자격전기설비 검사자의 자격67전기사업법 시행규칙제40조 전기안전관리자의 선임 등(별표12)안전관리자와 안전관리보조원으로 구분하여 선임68전기사업법 시행규칙제42조 전기안전관리자 자격의 완화전기안전관리자로 선임할 수 있는 사람의 자격기준69전기사업법 시행규칙제43조 전기안전관리자의 직무 대행자의 지정요건전기안전관리자의 직무대행자70전기사업법 시행규칙제44조 전기안전관리자의 자격  및 직무(별표12)안전관리보조원의 자격71전기사업법 시행규칙제50조의3 중대한 사고의 통보· 조사(별표20)사고조사를 하게 할 수 있는 자72주차장법 시행령제12조의4 검사대행자의 지정 및 취소(별표2)검사업무를 대행할 수 있는 전문검사기관의 지정요건73주차장법 시행령제12조의6 보수업의 등록기준 (별표3)기계식주차장치 보수업을 등록하려는 자가 갖추어야 할 기술인력74중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원75중소기업제품 구매촉진 및 판로지원에 관한 법률 시행규칙제12조 시험연구원의 지정 등 (별표3)시험연구원의 지정기준76중소기업진흥에 관한 법률제48조 1차 시험의 면제1차 시험을 면제77중소기업창업 지원법 시행령제20조 중소기업상담회사의 등록 요건(별표1)중소기업상담회사가 보유하여야 하는 전문인력78중소기업창업 지원법 시행령제6조 창업보육센터사업자의지정(별표1)창업보육센터사업자의 전문인력79지방공무원 임용령제17조 경력경쟁임용시험등을 통한 임용의 요건경력경쟁임용시험등을 통하여 임용하려는 경우80지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산81지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정82지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산83지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준84지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산85지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원86지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원87해양경찰청소속 경찰공무원 승진임용규정 시행규칙제15조 가점평정(별표7)가점평정88해양환경관리법 시행규칙제23조 오염물질저장시설의 설치ㆍ운영기준(별표10)오염물질저장시설의 설치기준89안전행정부 소관 비상대비자원 관리법 시행규칙제2조 인력자원의 관리직종(별표)인력자원 관리직종의 자격 구분표90헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급"
기계가공기능장,진로 및 전망," 금속제품 제조업체, 농업, 건설, 섬유기계 등 일반기계 제조업체, 자동차,    항공기, 선박, 철도차량, 정밀기계 제조업체 및 설비업체 등 광범위한 분야   로 진출하게 된다.     이외 직업능력개발훈련교사로도 진출할 수 있다. - 국내 기계가공 및 조립분야는 우수한 기술인력을 바탕으로 기술축적이 이루어졌고,    독자적인 모델개발이 가능한 정도로 발전하였다.  특히 이 분야는 숙련기능을 갖춘    인력이 필요하기 때문에 최고수준의 숙련기능을 가진 기능장의 수요가 더욱 늘어갈    전망이다.  그렇지만 컴퓨터를 이용한 CAD/CAM의 도입으로 자동화가 진척될 것으로    보여, 자격취득 후에도 변화하는 새로운 기능을 습득하기 위해 많은 투자를 해야 할    필요가 있다."
기계가공기능장,출제경향,"작업형 실기시험이므로 출제기준을 참고하여 다음과 같이 수험준비  - CAD/CAM 소프트웨어로 모델링하고, NC데이터생성   - CAD 소프트웨어를 이용한 도면작성 작업  - 머시닝센터에서 수동 프로그래밍하여 공구선정, 장착 및 가공작업  - CNC선반에서 수동 프로그래밍하여 공구선정, 장착 및 가공작업 "
기계가공기능장,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 실업계 고등학교의 기계 관련학과 ③ 훈련기관 : 한국산업인력공단, 공공직업훈련원, 사업체내직업훈련원 및 인정직업훈련원, 생산기술연구원부설 기술교육센터, 중소기업진흥공단의 중소기업연수원 ④ 시험과목 - 필기 : 절삭기계가공법, 공유압, 치공구,CAD/CAM, 절삭재료, 자동화 생산시스템 및 측정, 공업경영에 관한 사항 - 실기 : 기계가공 실무 ⑤ 검정방법 - 필기 : 전과목 혼합, 객관식 60문항(60분) - 실기 : 작업형(8시간 40분정도) ⑥ 합격기준 - 필기·실기 : 100점을 만점으로 하여 60점 이상 "
미용장,개요,"미용에 관한 최상급 숙련기능을 가지고 산업현장에서 작업관리, 소속기능인력의 지도 및 감독, 현장훈련, 현장관리 업무를 수행할 수 있는 전문인력을 양성하고자 자격제 도 제정. "
미용장,수행직무,"손님의 얼굴, 머리, 피부등에 손질을 하여 손님의 외모를 아름답게 꾸미는 업무수행 "
미용장,실시기관 홈페이지,http://www.q-net.or.kr
미용장,실시기관명,한국산업인력공단 
미용장,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1건설산업기본법 시행령제35조 건설기술자의 현장배치기준등(별표5)공사예정금액의 규모별 건설기술자 배치기준2경찰공무원임용령제16조 특별채용의 요건특별채용의 자격3고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제4공무원수당 등에 관한 규정제14조 특수업무수당(별표11)특수업무수당지급5공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우6공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인퇴직공직자의 취업승인 요건7공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건8교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격9교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정10국가공무원법제36조의2 채용시험의 가점채용시험의 가점11국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제20조 연구기획평가사의 자격시험연구기획평가사 자격시험 일부 면제12국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제2조 이공계인력의 범위 등이공계인력의 정의13국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대14국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격15국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대16국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산17국외유학에 관한 규정제5조 자비유학자격자비유학을 할수 있는자18국회인사규칙제20조 특별채용의 요건동종직무에 관한 자격증소지자를 특별채용하는 경우19군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제20군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산21군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격22군인사법 시행규칙제14조 부사관의 임용부사관의 자격23근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의24근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표1)직업능력개발훈련교사의자격 25근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자26근로자직업능력 개발법 시행령제42조 교원 등의 자격(별표1의2)기능대학의 교원 자격27근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대28기능장려법제10조 창업자금 대부창업자금 대부29기능장려법 시행령제13조 창업자금의 대부대상등창업자금의 대부대상30기능장려법 시행령제3조 영업의 우선적 인ㆍ허가등영업의 우선적 인ㆍ허가등31기술개발촉진법 시행령제15조 특정연구개발사업 참여기관 등의 기준연구전담요원의 자격32독학에 의한 학위취득에 관한 법률 시행규칙제4조 국가기술자격취득자에 대한 시험면제범위등자격취득분야와 동일한 분야의 시험에 응시하는 자에 대하여는 해당 과정별 인정시험 면제33독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자34문화산업진흥 기본법 시행령제26조 기업부설창작연구소 등의 인력ㆍ시설 등의 기준기업부설창작연구소의 인력기준35법원계약직공무원규칙제3조 채용자격(별표2)전문계약직공무원의 채용자격기준36병역법제53조 전시근로소집 대상 등전시근로소집 대상37병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원38부품·소재전문기업 등의 육성에 관한 특별조치법 시행령제14조 부품·소재기술개발전문기업의 지원기준 등부품·소재기술개발전문기업의 기술개발전담요원39비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위40선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제41여성과학기술인육성및지원에관한법률시행령제2조 정의여성과학기술인의 자격42원자력법 시행령제283조 응시자격(별표5)원자력관계종사자의 면허시험 응시자격43장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력44중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원45중소기업진흥에 관한 법률제48조 1차 시험의 면제1차 시험을 면제46중소기업창업 지원법 시행령제20조 중소기업상담회사의 등록요건(별표1)중소기업상담회사가 보유하여야 하는 전문인력47중소기업창업 지원법 시행령제6조 창업보육센터사업자의 지정(별표1)창업보육센터사업자의 전문인력48지방공무원 임용령제17조 특별임용의 요건특별임용 하려는 경우49지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산50지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정51지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산52지방자치단체를 당사자로 하는 계약에 관한 법률제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준 53지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산54지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원55지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원56헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급"
미용장,진로 및 전망,"개인 미용업소나 호텔, 백화점, 예식장의 미용실, TV 방송국, 스포츠 센타, 개인전 속 미용사 등으로 활동하고 있다. 미용업계가 과학화, 기업화됨에 따라 미용사의 지위 및 대우가 향상되고 작업조건도 양호해질 전망이며, 남자가 미용실을 이용하는 경향이 두드러지고, 많은 남자 미용 사가 활동하는 미용 업계의 경향으로 보아 남자에게도 취업의 기회가 확대될 전망이 다. "
미용장,출제경향,"커트, 퍼머, 세팅 등 미용작업의 숙련도, 정확성 평가 "
미용장,취득방법,"① 시 행 처 : 한국산업인력공단 ② 훈련기관 : 서울시 관할 한남직업전문학교 미용 6개월 과정 및 여성발전센터 3개월 과정 등 ③ 시험과목 - 필기 : 미용기술, 공중보건학, 소독학, 공중위생법규 등에 관한 사항. - 실기 : 미용작업 ④ 검정방법 - 필기 : 객관식 4지 택일형, 60문항(60분) - 실기 : 작업형(2시간 40분 정도)  ⑤ 합격기준 : 100점 만점에 60점 이상. "
배관기능장,개요,"산업설비 및 건축구조물의 대형화와 정밀화 추세에 따라 배관설비의 중요성이 더욱 커지 고 있으며, 작업도 매우 정교하고 신속하게 이루어지고 있다.  이에 따라 정확하고 효 율적인 배관시설을 시공하여 생산성 및 안전성을 확보하기 위해서는 제반 환경조성과  최상급의 전문기능인력의 양성이 요구되어 자격 제도 제정. "
배관기능장,변천과정,’83.12.20. 대통령령 제11281호 배관기능장 신설 
배관기능장,수행직무,"배관에 관한 최상급 숙련기능을 가지고 건축이나 공장 등 배관설비를 필요로 하는 산업 현장에서 배관작업관리, 배관 기능자의 지도 및 감독, 현장훈련, 경영층과 생산계층을  유기적으로 결합시켜 주는 현장의 중간관리 등의 업무 수행. "
배관기능장,실시기관 홈페이지,http://www.q-net.or.kr
배관기능장,실시기관명,한국산업인력공단 
