종목명,항목,내용
정보처리산업기사,변천과정,’74.10.16. 대통령령 제7283호’83.12.20. 대통령령 제11281호’84.11.15.대통령령 제11543호’95.10.16.대통령령 제14783호’98.05.09.대통령령 제15794호’04.12.31.노동부령 제217호현재정보처리기사2급정보처리기사2급정보처리기사2급정보처리기사2급정보처리산업기사정보처리산업기사정보처리산업기사전자계산기조작기능사1급전자계산기조작기능사1급정보처리기능사1급정보처리기능사1급 정보처리기능사1급정보처리기능사1급정보처리기능사1급 정보기술다기능기술자정보기술산업기사
정보처리산업기사,수행직무,"정보시스템의 생명주기 전반에 걸친 프로젝트 업무를 수행하는 직무로서 분석, 설계, 구현, 시험, 운영, 유지보수 등의 업무 수행"
정보처리산업기사,실시기관 홈페이지,http://www.q-net.or.kr
정보처리산업기사,실시기관명,한국산업인력공단 
정보처리산업기사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1건설기술진흥법시행령제4조 건설기술자의 범위(별표1)건설기술자의 범위2건설기술진흥법시행규칙제50조품질시험및검사의실시(별표5)건설공사 품질관리를 위한 품질관리자의 배치기준3건설산업기본법 시행령제35조 건설기술자의 현장배치기준등(별표5)공사예정금액의 규모별 건설기술자 배치기준4경찰공무원 승진임용 규정 시행규칙제15조가점평정(별표4)가점평정5경찰공무원임용령제16조 특별채용의 요건특별채용의 자격6경찰공무원임용령 시행규칙제34조 응시자격등의 기준(별표3)특별채용에 있어서의 임용예정직에 상응한 자격증7고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제8공무원수당 등에 관한 규정제14조 특수업무수당(별표11)특수업무수당지급9공무원임용시험령제18조 응시에 필요한 자격증(별표5)채용시험과 전직시험에 응시 자격10공무원임용시험령제27조 특별채용시험의 응시자격 등(별표7, 8)특별채용시험에 응시11공무원임용시험령제31조 채용시험의 특전(별표12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증12공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우13공직자윤리법의 시행에 관한 대법원규칙제37조취업승인신청퇴직공직자의 취업승인 요건14공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건15교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격16교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정17국가공무원법제36조의2 채용시험의 가점채용시험의 가점18국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제2조 이공계인력의 범위 등이공계인력의 정의19국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제20조 연구기획평가사의 자격시험연구기획평가사 자격시험 일부 면제20국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대21국가기술자격법 시행령제12조의2국가기술자격의등급과응시자격(별표1의2)기술·기능분야 국가기술자격의 응시자격22국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대23국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격24국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산25국외유학에 관한 규정제5조 자비유학자격자비유학을 할수 있는자26국회인사규칙제20조경력경쟁채용등의요건동종직무에 관한 자격증소지자를 특별채용하는 경우27군무원인사법 시행령제10조 특별채용 요건특별채용시험에 의하여 신규채용할 수 있는 자격28군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제29군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산30군인사법 시행령제44조 전역보류(별표2, 5)정밀장비기술자, 군의 필수기술분야에 종사하는 자의 범위31군인사법 시행규칙제14조 부사관의 임용부사관의 자격32근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의33근로자직업능력 개발법 시행령제28조직업능력개발훈련교사의자격취득(별표2)직업능력개발훈련교사의자격34근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자35근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대36기술사법 시행령제19조 합동기술사사무소의 등록기준 등합동사무소구성원의 요건37독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자38독학에 의한 학위취득에 관한 법률 시행규칙제4조 국가기술자격취득자에 대한 시험면제범위등자격취득분야와 동일한 분야의 시험에 응시하는 자에 대하여는 해당 과정별 인정시험 면제39법원공무원 평정규칙제31조 자격증 가점(별표9)자격증가점40법원공무원규칙제19조경력경쟁채용시험등의응시요건등(별표5의1)특별채용시험의 응시요건41법원공무원규칙제60조의2 채용시험의 특전(별표6의3)일반직 6급이하 및 기능직공무원채용시험 점수 가산42병역법제53조 전시근로소집 대상 등전시근로소집 대상43병역법 시행령제79조 기간산업 분야 종사자 등의 산업기능요원 편입(별표2)기간산업분야종사자등의 산업기능요원 편입44병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원45비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위46선거관리위원회 공무원규칙제21조경력경쟁채용등의요건(별표4)동종직무에 관한 자격증소지자를 특별채용47선거관리위원회 공무원규칙제28조 전직의 요건(별표12)전직의 요건48선거관리위원회 공무원규칙제29조전직시험의면제(별표12)전직시험의 면제49선거관리위원회 공무원규칙제83조 응시에 필요한 자격증(별표12)채용시험과 전직시험에 응시하는 자의 자격50선거관리위원회 공무원규칙제85조 전직시험이 면제되는 직급별 자격증 구분(별표13)전직시험이 면제되는 당해직급에 상응하는 자격증51선거관리위원회 공무원규칙제89조 채용시험의 특전(별표14, 15)자격증의 소지자가 6급이하 공무원채용시험에 응시하는 경우 점수 가산52선거관리위원회 공무원평정규칙제23조자격증의가점(별표5)자격증의 가점평정53선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제54소방공무원 승진임용 규정 시행규칙제15조의2 가점평정(별표5)소방공무원이 당해 계급에서 자격증을 취득한 때 가점평정55소방공무원임용령 시행규칙제19조 초임소방공무원의 보직(별표6)행정안전부령이 정하는 자격증소지자56소방공무원임용령 시행규칙제23조 응시자격등의 기준(별표2)특별채용시험에 응시할 수 있는 자57소방공무원임용령 시행규칙제24조 채용시험의 특전(별표6)소방간부후보생선발시험과 소방사·지방소방사의 공개경쟁채용시험에 있어서의 자격증 가점비율58소프트웨어산업 진흥법제2조 정의소프트웨어기술자의 정의59안전행정부소관비상대비자원관리법시행규칙제2조 인력자원의 관리직종(별표)인력자원 관리직종의 자격 구분표60여성과학기술인육성및지원에관한법률시행령제2조 정의여성과학기술인의 자격61연구직 및 지도직공무원의 임용 등에 관한 규정제26조의2 채용시험의 특전(별표5, 7)연구사 및 지도사공무원 채용시험 응시하는 경우 점수 가산62예비전력관리 업무담당자 선발 규칙제15조 현역복무실적등 평가(별표6)정보화능력의 평가63장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력64전자정부법 시행령제74조 감리원의 자격 및 교육(별표3)감리원의 자격기준65정보통신공사업법 시행령제10조 감리원의 자격기준 등(별표2)감리원의 자격기준66정보통신공사업법 시행령제21조 등록기준(별표3)공사업 등록기준67정보통신공사업법 시행령제40조 정보통신기술자의 자격기준 등(별표6)정보통신기술자의 자격기준68정보통신망 이용촉진 및 정보보호 등에 관한 법률 시행령제36조의4정보보호사전점검의방법및절차등(별표2)정보보호 기술인력의 자격기준69중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원70중소기업제품 구매촉진 및 판로지원에 관한 법률 시행규칙제12조시험연구원의지정등(별표3)시험연구원의 지정기준71중소기업진흥에 관한 법률제48조 1차 시험의 면제1차 시험을 면제72지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산73지방공무원 임용령제17조경력경쟁임용시험등을통한임용의요건특별임용 하려는 경우74지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산75지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정76지방자치단체를당사자로하는계약에관한법률시행령제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준77지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원78지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산79지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원80측량·수로조사 및 지적에 관한 법률 시행령제36조 측량업의 등록기준(별표8)측량업의 등록기준81통신비밀보호법 시행령제30조 불법감청설비탐지업의 등록요건(별표1)불법감청설비탐지업의 등록요건82해양경찰청 소속 경찰공무원임용령 시행규칙제34조 응시자격등의 기준(별표3)특별채용시험 응시 자격83해양경찰청소속경찰공무원승진임용규정시행규칙제15조 가점평정(별표7)가점평정84해양환경관리법 시행규칙제23조 오염물질저장시설의 설치ㆍ운영기준(별표10)오염물질저장시설의 설치기준85헌법재판소 공무원 규칙제14조경력경쟁채용등의요건(별표3)동종직무에 관한 자격증 소지자 특별채용86헌법재판소 공무원 규칙제21조 전직시험의 면제(별표7)전직시험의 면제87헌법재판소 공무원 규칙제71조 응시에 필요한 자격증(별표10)채용시험과 전직시험의 응시에 필요한 자격88헌법재판소 공무원 규칙제72조 채용시험의 특전(별표11)6급이하 공무원의 채용시험 응시하는 경우 점수 가산89헌법재판소공무원수당등에관한규칙제6조 특수업무수당(별표2)특수업무수당지급90헌법재판소 공무원 평정 규칙제23조 자격증가점(별표4)5급이하 및 기능직공무원 자격증 취득자 가점 평정※ 한국산업인력공단에서는 국민 알권리 충족 및 정보 공개의 확대를 위하여 위 정보를 제공하고 있습니다.단, 세부 법령에 대한 유권해석 및 적용 관련 사항에 대한 정확한 안내는 관련법을 제정한 소관부처에서 가능하니 참고하시기 바랍니다. 업데이트 일자: '14.7.13"
정보처리산업기사,진로 및 전망,"기업체 전산실, 소프트웨어 개발업체, SI(system integrated)업체 (정보통신, 시스템 구축회사 등)정부기관, 언론기관, 교육 및 연구기관, 금융기관, 보험업, 병원 등 컴 퓨터 시스템을 개발 및 운용하거나, 데이터 통신을 이용하여 정보처리를 시행하는 업체에서 활동하고 있다. 품질검사 전문기관 기술인력과 감리원 자격을 취득하여 감리 전문회사의 감리원으로 진출할 수 있다. 3년 이상의 실무경력이 있는 자는 측량분야 수치지도제작업의 정보처리 담당자로 진출 가능하고, 정보통신부의 별정우체국 사무장, 사무주임, 사무보조 등 사무원으로 진출할 수 있다. - 정보화사회로 이행함에 따라 지식과 정보의 양이 증대되어 작업량과 업무량이 급속하게 증가했다. 또한 각종 업무의 전산화 요구가 더욱 증대되어 사회 전문분야로 컴퓨터 사용이 보편화되면서 컴퓨터 산업은 급속도로 확대되었다. 컴퓨터산업의 확대는 곧 이 분야의 전문인력에 대한 수요 증가로 이어졌다. 따라서 컴퓨터 관련 자격증에 대한 관심도 증가하고 있어 최근 응시자수와 합격자수가 증가하고 있는 추세이다. 또한 취업, 입학시 가산점을 주거나 병역특례 등 혜택이 있어 실생활에 널리 통용되고 인정받을 수 있다. (학점인정 24학점, 공무원 임용시험시 7급은 3%, 9급은 3%있다.)"
정보처리산업기사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 대학 및 전문대학의 전산 계열학과 (컴퓨터정보기술과, 소프트웨어 개발과 등) ③ 훈련기관 : 전국 인정직업전문학교, 대학교 부설 전산원 및 정보처리 기술계학원 등 ④ 시험과목 - 필기 1. 데이터베이스 2. 전자계산기구조 3. 시스템분석설계 4. 운영체제 5. 정보통신개론 - 실기 : 정보처리 실무 ⑤ 검정방법 - 필기 : 객관식 4지 택일형, 과목당 20문항(과목당 30분) - 실기 : 필답형(2시간 30분) ⑥ 합격기준 - 필기 : 100점을 만점으로 하여 과목당 40점 이상, 전과목 평균 60점 이상. - 실기 : 100점을 만점으로 하여 60점 이상. "
제품디자인산업기사,개요,"수출 경쟁력을 갖기 위해서 제품개발은 성능이 우수한 기계적 특성과 다양한 디자인 개발을 필요로 하는데, 이에 필요한 인력이 부족한 실정이므로 현장에서 필요로하는 전문 기술인력을 양성하고자 자격제도 제정. "
제품디자인산업기사,변천과정,’74.10.16. 대통령령 제7283호 ’83.12.20. 대통령령 제11281호’95.10.16. 대통령령 제14783호’98.05.09.대통령령 제15794호현재디자인및포장기사2급제품디자인기사2급제품디자인기사2급제품디자인산업기사제품디자인산업기사  산업디자인다기능기술자(신설)
제품디자인산업기사,수행직무,"소비자의 물리적, 심리적 욕구 충족시킬 수 있도록 다양한 조사·분석을 통하여 각종 공 업제품의 의장을 창조·개발하는 업무 수행. "
제품디자인산업기사,실시기관 홈페이지,http://www.q-net.or.kr
제품디자인산업기사,실시기관명,한국산업인력공단 
제품디자인산업기사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1건설기술관리법 시행규칙제15조의4 품질시험 및 검사의 실시(별표11)건설공사 품질관리를 위한 품질관리자의 배치기준2건설산업기본법 시행령제35조 건설기술자의 현장배치기준등(별표5)공사예정금액의 규모별 건설기술자 배치기준3경찰공무원임용령제16조 특별채용의 요건특별채용의 자격4고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제5공무원수당 등에 관한 규정제14조 특수업무수당(별표11)특수업무수당지급6공무원임용시험령제27조 특별채용시험의 응시자격 등(별표7, 8)특별채용시험에 응시7공무원임용시험령제31조 채용시험의 특전(별표10, 12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증8공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우9공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인퇴직공직자의 취업승인 요건10공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건11교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격12교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정13국가공무원법제36조의2 채용시험의 가점채용시험의 가점14국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제20조 연구기획평가사의 자격시험연구기획평가사 자격시험 일부 면제15국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제2조 이공계인력의 범위 등이공계인력의 정의16국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대17국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격18국가기술자격법 시행령제10조 국가기술자격의 등급과 응시자격(별표1의2)기술·기능분야 국가기술자격의 응시자격19국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대20국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산21국외유학에 관한 규정제5조 자비유학자격자비유학을 할수 있는자22국회인사규칙제20조 특별채용의 요건동종직무에 관한 자격증소지자를 특별채용하는 경우23군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제24군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산25군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격26군인사법 시행규칙제14조 부사관의 임용부사관의 자격27군인사법 시행령제44조 전역보류(별표2, 별표5)정밀장비기술자, 군의 필수기술분야에 종사하는 자의 범위28근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의29근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표1)직업능력개발훈련교사의자격 30근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자31근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대32기능장려법 시행령제3조 영업의 우선적 인ㆍ허가등영업의 우선적 인ㆍ허가등33기술개발촉진법 시행령제15조 특정연구개발사업 참여기관 등의 기준연구전담요원의 자격34기술사법제6조 기술사사무소의 개설 등록등합동기술사 사무소 개설에 필요한 자격35기술사법 시행령제19조 합동기술사사무소의 등록기준 등합동사무소구성원의 요건36독학에 의한 학위취득에 관한 법률 시행규칙제4조 국가기술자격취득자에 대한 시험면제범위등자격취득분야와 동일한 분야의 시험에 응시하는 자에 대하여는 해당 과정별 인정시험 면제37독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자38문화산업진흥 기본법 시행령제26조 기업부설창작연구소 등의 인력ㆍ시설 등의 기준기업부설창작연구소의 인력기준39법원계약직공무원규칙제3조 채용자격(별표2)전문계약직공무원의 채용자격기준40병역법제53조 전시근로소집 대상 등전시근로소집 대상41병역법 시행령제79조 기간산업 분야 종사자 등의 산업기능요원 편입(별표2)기간산업분야종사자등의 산업기능요원 편입42병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원43부품·소재전문기업 등의 육성에 관한 특별조치법 시행령제14조 부품·소재기술개발전문기업의 지원기준 등부품·소재기술개발전문기업의 기술개발전담요원44비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위45선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제46엔지니어링기술진흥법시행규칙제3조 엔지니어링활동주체의 신고기준(별표1)엔지니어링활동주체의 신고 기술인력47여성과학기술인육성및지원에관한법률시행령제2조 정의여성과학기술인의 자격48연구직 및 지도직공무원의 임용 등에 관한 규정제26조의2 채용시험의 특전(별표5, 7)연구사 및 지도사공무원 채용시험 응시하는 경우 점수 가산49원자력법 시행령제283조 응시자격(별표5)원자력관계종사자의 면허시험 응시자격50장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력51중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원52중소기업진흥에 관한 법률제48조 1차 시험의 면제1차 시험을 면제53중소기업창업 지원법 시행령제20조 중소기업상담회사의 등록요건(별표1)중소기업상담회사가 보유하여야 하는 전문인력54중소기업창업 지원법 시행령제6조 창업보육센터사업자의 지정(별표1)창업보육센터사업자의 전문인력55지방공무원 임용령제17조 특별임용의 요건특별임용 하려는 경우56지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산57지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정58지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산59지방자치단체를 당사자로 하는 계약에 관한 법률제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준 60지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산61지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원62지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원63행정안전부 및 소방방재청 소관 비상대비자원관리법 시행규칙제2조 인력자원의 관리직종(별표)인력자원 관리직종의 자격 구분표64헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급"
제품디자인산업기사,진로 및 전망,"디자인 전문업체, 대기업이나 중소기업의 디자인부서 등으로 진출할 수 있다. - 오늘날 국제 경쟁에서 디자인이 곧 상품의 가치를 결정하는 주요소로 인식되어 디자인 사회, 경제적 기여도는 날로 높아지고 있는 추세이나 아직까지 우리나라의 디자인 수준은 대기업의 경우 선진국의 60-70% 수준에 머무르고 있다. 싱가포르, 홍콩 등 경쟁국에 비해서도 뒤떨어진 수준으로 디자인분야에 신규투자가 이루어질 경우 매출액 증가는 물론 많은 고용증대효과가 크며, 정부에서도 이 분야에 대한 지원을 확대하고 있어 향후 인력수요가 증가할 것이다."
제품디자인산업기사,취득방법,"① 시 행 처 : 한국산업인력공단② 관련학과 : 대학 및 전문대학의 디자인, 산업디자인, 공업디자인, 공예디자인 관련학과 ③ 훈련기관 : 사회교육원의 산업디자인과정이나 사설디자인학원의 제품디자인 과정 ④ 시험과목 - 필기 : 1. 제품디자인론 2. 인간공학 3. 공업재료 및 모형제작론 4. 색채학 - 실기 : 제품디자인 실무 ⑤ 검정방법 - 필기 : 객관식 4지 택일형 과목당 20문항(과목당 30분) - 실기 : 작업형(7시간 정도) ⑥ 합격기준 - 필기 : 100점을 만점으로 하여 과목당 40점 이상, 전과목 평균 60점 이상.  - 실기 : 100점을 만점으로 하여 60점 이상. "
조경산업기사,개요,급속한 산업화의 도시화에 따른 환경의 파괴로 인하여 환경문제에 대한 관심과 그 중요 성이 부각됨으로써 전문인력으로 하여금 생활공간을 아름답게 꾸미고 자연환경을 보호 하고자 함 
조경산업기사,변천과정,’74.10.16. 대통령령 제7283호’91.10.31. 대통령령 제13494호현재 조경기사2급조경산업기사조경산업기사
조경산업기사,수행직무,"조경대상지역에 대하여 도시계획과 토지이용 등을 고려하여 설계도면을 작성하고, 시공에 관한 공사비 적산과 공사공정계획을 수립하고, 공사업무를 관리하며, 각종 조경시설의 관리계획수립 및 관리업무 등 주로 기술적인 업무 수행. "
조경산업기사,실시기관 홈페이지,http://www.q-net.or.kr
조경산업기사,실시기관명,한국산업인력공단 
