종목명,년도,성별,필기시험접수,필기시험응시,필기시험합격,필기시험합격률(%),실기시험접수,실기시험응시,실기시험합격,실기시험합격률(%),자격취득자현황(명)
토목분야,2020,여자,1359,1109,553,49.9,738,699,486,69.5,486
콘크리트,전체,전체,20105,14620,4756,32.5,5615,5117,3496,68.3,3496
콘크리트,2015(누적),전체,16463,12103,3875,32,4569,4151,2873,69.2,2873
콘크리트,2016,전체,869,605,211,34.9,239,224,147,65.6,147
콘크리트,2016,여자,40,24,10,41.7,12,11,8,72.7,8
콘크리트,2017,전체,993,690,217,31.4,261,241,179,74.3,179
콘크리트,2017,여자,63,54,18,33.3,21,21,19,90.5,19
콘크리트,2018,전체,653,448,185,41.3,200,188,74,39.4,74
콘크리트,2018,여자,40,28,15,53.6,15,15,3,20,3
콘크리트,2019,전체,608,410,131,32,184,164,118,72,118
콘크리트,2019,여자,42,28,14,50,17,17,15,88.2,15
콘크리트,2020,전체,519,364,137,37.6,162,149,105,70.5,105
콘크리트,2020,여자,50,39,19,48.7,20,19,19,100,19
토목,전체,전체,275228,212623,32864,15.5,42298,38048,23516,61.8,38155
토목,2015(누적),전체,265655,205587,31390,15.3,40498,36384,22261,61.2,36899
토목,2016,전체,2125,1580,346,21.9,448,427,324,75.9,325
토목,2016,여자,220,183,31,16.9,34,32,26,81.3,26
토목,2017,전체,2167,1619,336,20.8,367,343,263,76.7,263
토목,2017,여자,244,197,39,19.8,45,43,31,72.1,31
토목,2018,전체,1861,1362,254,18.6,354,330,225,68.2,225
토목,2018,여자,213,169,35,20.7,48,44,30,68.2,30
토목,2019,전체,2022,1460,293,20.1,344,301,225,74.8,225
토목,2019,여자,287,212,43,20.3,49,42,32,76.2,32
토목,2020,전체,1398,1015,245,24.1,287,263,218,82.9,218
토목,2020,여자,219,159,37,23.3,42,38,33,86.8,33
지적기능,전체,전체,190,162,70,43.2,77,68,49,72.1,0
지적기능,2015(누적),전체,190,162,70,43.2,77,68,49,72.1,0
측량및지형공간정보,전체,전체,92545,86595,26416,30.5,44058,39173,16687,42.6,18074
측량및지형공간정보,2015(누적),전체,85741,81473,24697,30.3,41680,36965,15318,41.4,16705
측량및지형공간정보,2016,전체,1533,1175,345,29.4,507,471,293,62.2,293
측량및지형공간정보,2016,여자,239,190,71,37.4,99,93,60,64.5,60
측량및지형공간정보,2017,전체,1446,1135,380,33.5,486,445,253,56.9,253
측량및지형공간정보,2017,여자,221,186,65,34.9,85,82,49,59.8,49
측량및지형공간정보,2018,전체,1362,1027,297,28.9,439,410,224,54.6,224
측량및지형공간정보,2018,여자,219,181,57,31.5,74,72,36,50,36
측량및지형공간정보,2019,전체,1429,1049,352,33.6,505,475,325,68.4,325
측량및지형공간정보,2019,여자,232,184,71,38.6,101,92,67,72.8,67
측량및지형공간정보,2020,전체,1034,736,345,46.9,441,407,274,67.3,274
측량및지형공간정보,2020,여자,200,149,80,53.7,93,83,66,79.5,66
지적,전체,전체,93550,74421,24007,32.3,36641,34120,18339,53.7,20961
지적,2015(누적),전체,83446,66064,20055,30.4,30977,28745,15040,52.3,17662
지적,2016,전체,1860,1528,820,53.7,1043,987,678,68.7,678
지적,2016,여자,576,510,264,51.8,339,329,229,69.6,229
지적,2017,전체,1764,1461,716,49,1130,1065,520,48.8,520
지적,2017,여자,551,478,263,55,414,397,185,46.6,185
지적,2018,전체,2014,1671,692,41.4,1030,985,641,65.1,641
지적,2018,여자,624,546,225,41.2,375,364,224,61.5,224
지적,2019,전체,2294,1899,848,44.7,1281,1229,696,56.6,696
지적,2019,여자,741,654,305,46.6,468,450,253,56.2,253
지적,2020,전체,2172,1798,876,48.7,1180,1109,764,68.9,764
지적,2020,여자,743,645,341,52.9,465,447,316,70.7,316
해양조사,전체,전체,8053,6952,4321,62.2,6341,5465,1463,26.8,1472
해양조사,2015(누적),전체,6734,5832,3514,60.3,5184,4448,1158,26,1167
해양조사,2016,전체,279,237,182,76.8,234,203,40,19.7,40
해양조사,2016,여자,110,97,84,86.6,107,101,24,23.8,24
해양조사,2017,전체,269,236,187,79.2,266,235,83,35.3,83
해양조사,2017,여자,106,100,85,85,118,108,30,27.8,30
해양조사,2018,전체,246,208,152,73.1,241,205,96,46.8,96
해양조사,2018,여자,86,78,67,85.9,115,100,43,43,43
해양조사,2019,전체,325,274,170,62,213,191,18,9.4,18
해양조사,2019,여자,134,114,77,67.5,102,95,8,8.4,8
해양조사,2020,전체,200,165,116,70.3,203,183,68,37.2,68
해양조사,2020,여자,96,80,60,75,101,96,39,40.6,39
항로표지,전체,전체,1015,806,347,43.1,408,376,174,46.3,174
항로표지,2015(누적),전체,811,644,280,43.5,339,312,145,46.5,145
항로표지,2016,전체,49,38,24,63.2,19,18,8,44.4,8
항로표지,2016,여자,6,4,2,50,2,2,0,0,0
항로표지,2017,전체,34,28,2,7.1,6,6,1,16.7,1
항로표지,2017,여자,4,2,0,0,1,1,0,0,0
항로표지,2018,전체,39,29,14,48.3,14,13,4,30.8,4
항로표지,2018,여자,4,4,1,25,1,1,0,0,0
항로표지,2019,전체,40,35,11,31.4,15,14,10,71.4,10
항로표지,2019,여자,2,2,1,50,1,1,1,100,1
항로표지,2020,전체,42,32,16,50,15,13,6,46.2,6
항로표지,2020,여자,4,2,0,0,0,0,0,0,0
잠수,전체,전체,4513,3773,1873,49.6,2545,2276,923,40.6,923
잠수,2015(누적),전체,3488,2904,1367,47.1,1922,1723,706,41,706
잠수,2016,전체,246,219,153,69.9,203,187,75,40.1,75
잠수,2016,여자,2,2,0,0,1,0,0,0,0
잠수,2017,전체,221,180,87,48.3,151,132,55,41.7,55
잠수,2017,여자,2,1,1,100,1,1,0,0,0
잠수,2018,전체,244,204,104,51,142,122,64,52.5,64
잠수,2018,여자,2,1,0,0,1,0,0,0,0
잠수,2019,전체,184,154,94,61,127,112,23,20.5,23
잠수,2019,여자,2,2,1,50,1,0,0,0,0
잠수,2020,전체,130,112,68,60.7,0,0,0,0,0
잠수,2020,여자,8,6,6,100,0,0,0,0,0
건설재료시험,전체,전체,57790,41931,10456,24.9,15333,12769,7578,59.3,7576
건설재료시험,2015(누적),전체,54063,39340,9703,24.7,14367,11906,6986,58.7,6984
건설재료시험,2016,전체,926,632,184,29.1,202,183,135,73.8,135
건설재료시험,2016,여자,51,41,9,22,9,9,8,88.9,8
건설재료시험,2017,전체,898,627,179,28.5,237,213,134,62.9,134
건설재료시험,2017,여자,56,36,12,33.3,12,12,10,83.3,10
건설재료시험,2018,전체,848,583,171,29.3,223,199,146,73.4,146
건설재료시험,2018,여자,77,56,16,28.6,18,17,12,70.6,12
건설재료시험,2019,전체,603,433,109,25.2,157,140,85,60.7,85
건설재료시험,2019,여자,58,43,16,37.2,24,21,12,57.1,12
건설재료시험,2020,전체,452,316,110,34.8,147,128,92,71.9,92
건설재료시험,2020,여자,39,29,10,34.5,17,16,13,81.3,13
철도보선,전체,전체,4119,3259,1054,32.3,1265,1193,880,73.8,0
철도보선,2015(누적),전체,4119,3259,1054,32.3,1265,1193,880,73.8,0
철도토목,전체,전체,325,243,56,23,87,84,37,44,931
철도토목,2015(누적),전체,141,105,23,21.9,40,38,15,39.5,909
철도토목,2016,전체,47,34,10,29.4,10,9,7,77.8,7
철도토목,2016,여자,0,0,0,0,0,0,0,0,0
철도토목,2017,전체,36,31,10,32.3,11,11,5,45.5,5
철도토목,2017,여자,0,0,0,0,0,0,0,0,0
철도토목,2018,전체,34,23,4,17.4,9,9,2,22.2,2
철도토목,2018,여자,1,1,0,0,0,0,0,0,0
철도토목,2019,전체,35,28,4,14.3,11,11,6,54.5,6
철도토목,2019,여자,1,1,0,0,0,0,0,0,0
철도토목,2020,전체,32,22,5,22.7,6,6,2,33.3,2
철도토목,2020,여자,0,0,0,0,0,0,0,0,0
토목제도,전체,전체,266,199,52,26.1,57,45,15,33.3,17
토목제도,2015(누적),전체,266,199,52,26.1,57,45,15,33.3,17
석공,전체,전체,6,5,0,0,0,0,0,0,3
석공,2015(누적),전체,6,5,0,0,0,0,0,0,3
토목재료시험,전체,전체,2277,1761,476,27,623,537,240,44.7,239
토목재료시험,2015(누적),전체,2277,1761,476,27,623,537,240,44.7,239
콘크리트,전체,전체,567,440,61,13.9,67,61,39,63.9,40
콘크리트,2015(누적),전체,567,440,61,13.9,67,61,39,63.9,40
도화,전체,전체,194,167,59,35.3,70,69,51,73.9,51
도화,2015(누적),전체,194,167,59,35.3,70,69,51,73.9,51
항공사진,전체,전체,57,52,7,13.5,8,8,7,87.5,8
항공사진,2015(누적),전체,57,52,7,13.5,8,8,7,87.5,8
지도제작,전체,전체,529,458,160,34.9,204,196,98,50,98
지도제작,2015(누적),전체,529,458,160,34.9,204,196,98,50,98
조경분야,전체,전체,130565,104733,22718,21.7,40832,31163,11281,36.2,14051
조경분야,2015(누적),전체,116065,93323,20632,22.1,37213,28289,10281,36.3,13051
조경분야,2016,전체,3577,2854,496,17.4,765,633,219,34.6,219
조경분야,2016,여자,1139,955,189,19.8,244,206,90,43.7,90
조경분야,2017,전체,3100,2435,459,18.9,688,549,192,35,192
조경분야,2017,여자,926,780,161,20.6,202,175,70,40,70
조경분야,2018,전체,2673,2130,407,19.1,757,594,247,41.6,247
조경분야,2018,여자,812,681,116,17,218,182,78,42.9,78
조경분야,2019,전체,2751,2157,417,19.3,685,542,178,32.8,178
조경분야,2019,여자,823,675,117,17.3,171,144,66,45.8,66
조경분야,2020,전체,2399,1834,307,16.7,724,556,164,29.5,164
조경분야,2020,여자,707,535,73,13.6,168,123,47,38.2,47
조경,전체,전체,130444,104627,22689,21.7,40793,31130,11270,36.2,14029
조경,2015(누적),전체,115944,93217,20603,22.1,37174,28256,10270,36.3,13029
조경,2016,전체,3577,2854,496,17.4,765,633,219,34.6,219
조경,2016,여자,1139,955,189,19.8,244,206,90,43.7,90
조경,2017,전체,3100,2435,459,18.9,688,549,192,35,192
조경,2017,여자,926,780,161,20.6,202,175,70,40,70
조경,2018,전체,2673,2130,407,19.1,757,594,247,41.6,247
조경,2018,여자,812,681,116,17,218,182,78,42.9,78
조경,2019,전체,2751,2157,417,19.3,685,542,178,32.8,178
조경,2019,여자,823,675,117,17.3,171,144,66,45.8,66
조경,2020,전체,2399,1834,307,16.7,724,556,164,29.5,164
조경,2020,여자,707,535,73,13.6,168,123,47,38.2,47
조원,전체,전체,121,106,29,27.4,39,33,11,33.3,22
조원,2015(누적),전체,121,106,29,27.4,39,33,11,33.3,22
도시.교통분야,전체,전체,1512,1003,425,42.4,557,426,125,29.3,126
도시.교통분야,2015(누적),전체,1244,830,311,37.5,409,307,90,29.3,91
도시.교통분야,2016,전체,59,34,25,73.5,29,23,8,34.8,8
도시.교통분야,2016,여자,11,7,6,85.7,8,6,2,33.3,2
도시.교통분야,2017,전체,50,31,21,67.7,26,21,2,9.5,2
도시.교통분야,2017,여자,10,6,5,83.3,4,4,0,0,0
도시.교통분야,2018,전체,64,39,31,79.5,41,33,10,30.3,10
도시.교통분야,2018,여자,18,12,8,66.7,13,11,4,36.4,4
도시.교통분야,2019,전체,68,45,21,46.7,31,24,8,33.3,8
도시.교통분야,2019,여자,16,10,4,40,9,8,4,50,4
도시.교통분야,2020,전체,27,24,16,66.7,21,18,7,38.9,7
도시.교통분야,2020,여자,9,9,6,66.7,7,6,3,50,3
교통,전체,전체,1512,1003,425,42.4,557,426,125,29.3,126
교통,2015(누적),전체,1244,830,311,37.5,409,307,90,29.3,91
교통,2016,전체,59,34,25,73.5,29,23,8,34.8,8
교통,2016,여자,11,7,6,85.7,8,6,2,33.3,2
교통,2017,전체,50,31,21,67.7,26,21,2,9.5,2
교통,2017,여자,10,6,5,83.3,4,4,0,0,0
교통,2018,전체,64,39,31,79.5,41,33,10,30.3,10
교통,2018,여자,18,12,8,66.7,13,11,4,36.4,4
교통,2019,전체,68,45,21,46.7,31,24,8,33.3,8
교통,2019,여자,16,10,4,40,9,8,4,50,4
교통,2020,전체,27,24,16,66.7,21,18,7,38.9,7
교통,2020,여자,9,9,6,66.7,7,6,3,50,3
건설배관분야,전체,전체,7385,6328,2653,41.9,2777,2488,1816,73,1948
건설배관분야,2015(누적),전체,7167,6179,2609,42.2,2730,2448,1800,73.5,1928
건설배관분야,2016,전체,51,40,15,37.5,13,12,9,75,9
건설배관분야,2016,여자,0,0,0,0,0,0,0,0,0
건설배관분야,2017,전체,44,32,2,6.3,5,5,1,20,2
건설배관분야,2017,여자,0,0,0,0,0,0,0,0,0
건설배관분야,2018,전체,39,28,7,25,10,9,5,55.6,6
건설배관분야,2018,여자,0,0,0,0,0,0,0,0,0
건설배관분야,2019,전체,37,26,13,50,9,9,1,11.1,2
건설배관분야,2019,여자,0,0,0,0,0,0,0,0,0
건설배관분야,2020,전체,47,23,7,30.4,10,5,0,0,1
건설배관분야,2020,여자,0,0,0,0,0,0,0,0,0
배관,전체,전체,433,296,80,27,80,70,33,47.1,1948
배관,2015(누적),전체,215,147,36,24.5,33,30,17,56.7,1928
배관,2016,전체,51,40,15,37.5,13,12,9,75,9
배관,2016,여자,0,0,0,0,0,0,0,0,0
배관,2017,전체,44,32,2,6.3,5,5,1,20,2
배관,2017,여자,0,0,0,0,0,0,0,0,0
배관,2018,전체,39,28,7,25,10,9,5,55.6,6
배관,2018,여자,0,0,0,0,0,0,0,0,0
배관,2019,전체,37,26,13,50,9,9,1,11.1,2
배관,2019,여자,0,0,0,0,0,0,0,0,0
배관,2020,전체,47,23,7,30.4,10,5,0,0,1
배관,2020,여자,0,0,0,0,0,0,0,0,0
배관설비,전체,전체,6952,6032,2573,42.7,2697,2418,1783,73.7,0
배관설비,2015(누적),전체,6952,6032,2573,42.7,2697,2418,1783,73.7,0
건설기계운전분야,전체,전체,21,13,7,53.8,8,3,0,0,6
건설기계운전분야,2015(누적),전체,21,13,7,53.8,8,3,0,0,6
기중기기능사1급,전체,전체,7,4,2,50,3,2,0,0,0
기중기기능사1급,2015(누적),전체,7,4,2,50,3,2,0,0,0
굴삭기1급,전체,전체,0,0,0,0,0,0,0,0,2
굴삭기1급,2015(누적),전체,0,0,0,0,0,0,0,0,2
불도저,전체,전체,4,3,1,33.3,1,0,0,0,3
불도저,2015(누적),전체,4,3,1,33.3,1,0,0,0,3
모우터그레이더기능사1급,전체,전체,4,3,3,100,2,1,0,0,0
모우터그레이더기능사1급,2015(누적),전체,4,3,3,100,2,1,0,0,0
지게차기능사1급,전체,전체,6,3,1,33.3,2,0,0,0,0
지게차기능사1급,2015(누적),전체,6,3,1,33.3,2,0,0,0,0
공기압축기,전체,전체,0,0,0,0,0,0,0,0,1
공기압축기,2015(누적),전체,0,0,0,0,0,0,0,0,1
채광분야,전체,전체,28940,23194,10194,44,17282,14983,2788,18.6,7787
채광분야,2015(누적),전체,27823,22356,9895,44.3,16837,14589,2716,18.6,7715
채광분야,2016,전체,315,248,103,41.5,148,129,20,15.5,20
채광분야,2016,여자,14,13,2,15.4,3,3,0,0,0
채광분야,2017,전체,252,185,64,34.6,121,106,22,20.8,22
채광분야,2017,여자,10,8,2,25,3,3,0,0,0
채광분야,2018,전체,200,151,38,25.2,50,47,12,25.5,12
채광분야,2018,여자,8,3,0,0,1,0,0,0,0
채광분야,2019,전체,187,145,49,33.8,61,56,8,14.3,8
채광분야,2019,여자,7,6,1,16.7,1,1,0,0,0
채광분야,2020,전체,163,109,45,41.3,65,56,10,17.9,10
채광분야,2020,여자,12,6,3,50,4,4,1,25,1
화약류관리,전체,전체,25161,20267,9259,45.7,16446,14253,2498,17.5,6969
화약류관리,2015(누적),전체,24306,19611,9003,45.9,16056,13911,2446,17.6,6917
화약류관리,2016,전체,269,214,98,45.8,141,123,15,12.2,15
화약류관리,2016,여자,13,12,2,16.7,3,3,0,0,0
화약류관리,2017,전체,218,163,59,36.2,114,100,20,20,20
화약류관리,2017,여자,9,8,2,25,3,3,0,0,0
화약류관리,2018,전체,135,104,27,26,40,38,9,23.7,9
화약류관리,2018,여자,7,2,0,0,1,0,0,0,0
화약류관리,2019,전체,123,94,32,34,40,35,1,2.9,1
화약류관리,2019,여자,6,5,1,20,1,1,0,0,0
화약류관리,2020,전체,110,81,40,49.4,55,46,7,15.2,7
화약류관리,2020,여자,11,5,3,60,4,4,1,25,1
광산보안,전체,전체,3094,2390,795,33.3,671,597,214,35.8,742
광산보안,2015(누적),전체,2832,2208,752,34.1,616,545,194,35.6,722
광산보안,2016,전체,46,34,5,14.7,7,6,5,83.3,5
광산보안,2016,여자,1,1,0,0,0,0,0,0,0
광산보안,2017,전체,34,22,5,22.7,7,6,2,33.3,2
광산보안,2017,여자,1,0,0,0,0,0,0,0,0
광산보안,2018,전체,65,47,11,23.4,10,9,3,33.3,3
광산보안,2018,여자,1,1,0,0,0,0,0,0,0
광산보안,2019,전체,64,51,17,33.3,21,21,7,33.3,7
광산보안,2019,여자,1,1,0,0,0,0,0,0,0
광산보안,2020,전체,53,28,5,17.9,10,10,3,30,3
광산보안,2020,여자,1,1,0,0,0,0,0,0,0
지하수,전체,전체,312,249,43,17.3,47,40,26,65,26
지하수,2015(누적),전체,312,249,43,17.3,47,40,26,65,26
굴착,전체,전체,63,38,13,34.2,10,8,7,87.5,7
굴착,2015(누적),전체,63,38,13,34.2,10,8,7,87.5,7
갱부기능사1급,전체,전체,1,1,0,0,0,0,0,0,0
갱부기능사1급,2015(누적),전체,1,1,0,0,0,0,0,0,0
채광,전체,전체,37,30,10,33.3,12,11,8,72.7,10
채광,2015(누적),전체,37,30,10,33.3,12,11,8,72.7,10
시추,전체,전체,257,209,67,32.1,89,68,33,48.5,33
시추,2015(누적),전체,257,209,67,32.1,89,68,33,48.5,33
선광기능사1급,전체,전체,15,10,7,70,7,6,2,33.3,0
선광기능사1급,2015(누적),전체,15,10,7,70,7,6,2,33.3,0
기계제작분야,전체,전체,573056,463847,127383,27.5,156164,134086,73699,55,91245
기계제작분야,2015(누적),전체,514340,415145,106752,25.7,128857,110748,60155,54.3,77615
기계제작분야,2016,전체,14117,11665,4660,39.9,6066,5293,3034,57.3,3043
기계제작분야,2016,여자,1373,1105,440,39.8,508,428,229,53.5,229
기계제작분야,2017,전체,12446,10286,4365,42.4,5921,5083,2842,55.9,2869
기계제작분야,2017,여자,1276,1021,367,35.9,504,424,219,51.7,220
기계제작분야,2018,전체,11791,9792,4106,41.9,5334,4570,2886,63.2,2902
기계제작분야,2018,여자,1064,851,361,42.4,479,398,255,64.1,256
기계제작분야,2019,전체,11203,9337,4143,44.4,5328,4594,2678,58.3,2705
기계제작분야,2019,여자,916,735,318,43.3,439,352,178,50.6,179
기계제작분야,2020,전체,9159,7622,3357,44,4658,3798,2104,55.4,2111
기계제작분야,2020,여자,913,705,315,44.7,447,361,187,51.8,187
일반기계1급,전체,전체,102943,78881,10490,13.3,5700,5148,1863,36.2,0
일반기계1급,2015(누적),전체,102943,78881,10490,13.3,5700,5148,1863,36.2,0
기계가공조립,전체,전체,3942,3380,1058,31.3,2847,2621,1639,62.5,0
기계가공조립,2015(누적),전체,2636,2278,678,29.8,1708,1580,1020,64.6,0
기계가공조립,2016,전체,642,545,183,33.6,528,489,309,63.2,0
기계가공조립,2016,여자,12,10,4,40,5,4,1,25,0
기계가공조립,2017,전체,436,367,124,33.8,369,335,176,52.5,0
기계가공조립,2017,여자,9,8,2,25,2,2,1,50,0
기계가공조립,2018,전체,228,190,73,38.4,242,217,134,61.8,0
기계가공조립,2018,여자,5,3,1,33.3,1,1,0,0,0
기계조립,전체,전체,25850,23752,10736,45.2,13988,13251,9783,73.8,11829
기계조립,2015(누적),전체,25509,23477,10624,45.3,13649,12954,9587,74,10963
기계조립,2016,전체,0,0,0,0,0,0,0,0,316
기계조립,2016,여자,0,0,0,0,0,0,0,0,1
기계조립,2017,전체,0,0,0,0,0,0,0,0,187
기계조립,2017,여자,0,0,0,0,0,0,0,0,2
기계조립,2018,전체,0,0,0,0,0,0,0,0,146
기계조립,2018,여자,0,0,0,0,0,0,0,0,1
기계조립,2019,전체,265,210,91,43.3,278,241,155,64.3,172
기계조립,2019,여자,3,2,1,50,1,1,1,100,2
기계조립,2020,전체,76,65,21,32.3,61,56,41,73.2,45
기계조립,2020,여자,0,0,0,0,0,0,0,0,0
생산기계,전체,전체,131802,104585,21108,20.2,18817,17301,9022,52.1,0
생산기계,2015(누적),전체,131802,104585,21108,20.2,18817,17301,9022,52.1,0
컴퓨터응용가공,전체,전체,63754,56107,22455,40,27679,25404,17060,67.2,51025
컴퓨터응용가공,2015(누적),전체,44851,39755,15654,39.4,19043,17441,12061,69.2,46003
컴퓨터응용가공,2016,전체,4942,4227,1540,36.4,1934,1809,1160,64.1,1161
컴퓨터응용가공,2016,여자,199,172,66,38.4,76,67,40,59.7,40
컴퓨터응용가공,2017,전체,4002,3411,1536,45,1960,1825,1125,61.6,1135
컴퓨터응용가공,2017,여자,147,121,40,33.1,43,40,26,65,26
컴퓨터응용가공,2018,전체,3738,3290,1346,40.9,1703,1577,1033,65.5,1036
컴퓨터응용가공,2018,여자,110,98,45,45.9,62,59,37,62.7,37
컴퓨터응용가공,2019,전체,3777,3284,1458,44.4,1774,1648,1046,63.5,1054
컴퓨터응용가공,2019,여자,90,78,30,38.5,37,32,21,65.6,21
컴퓨터응용가공,2020,전체,2444,2140,921,43,1265,1104,635,57.5,636
컴퓨터응용가공,2020,여자,62,57,32,56.1,41,33,13,39.4,13
기계설계,전체,전체,165476,130781,44109,33.7,62799,48279,20412,42.3,20414
기계설계,2015(누적),전체,129648,101787,31900,31.3,46904,35432,13459,38,13449
기계설계,2016,전체,8031,6470,2728,42.2,3361,2769,1420,51.3,1421
기계설계,2016,여자,1105,871,341,39.2,388,322,161,50,161
기계설계,2017,전체,7592,6158,2509,40.7,3357,2706,1395,51.6,1401
기계설계,2017,여자,1056,838,294,35.1,426,350,170,48.6,170
기계설계,2018,전체,7286,5867,2411,41.1,3097,2503,1505,60.1,1506
기계설계,2018,여자,889,700,280,40,373,297,187,63,187
기계설계,2019,전체,6672,5418,2333,43.1,2994,2449,1342,54.8,1344
기계설계,2019,여자,768,601,247,41.1,360,279,135,48.4,135
기계설계,2020,전체,6247,5081,2228,43.8,3086,2420,1291,53.3,1293
기계설계,2020,여자,804,610,263,43.1,382,305,157,51.5,157
전산응용가공,전체,전체,34885,30245,5963,19.7,11307,10133,7141,70.5,0
전산응용가공,2015(누적),전체,34885,30245,5963,19.7,11307,10133,7141,70.5,0
철도차량기사2급,전체,전체,6448,5899,2546,43.2,2779,2706,1900,70.2,0
철도차량기사2급,2015(누적),전체,6448,5899,2546,43.2,2779,2706,1900,70.2,0
치공구설계,전체,전체,5612,4743,2063,43.5,2375,2113,1108,52.4,1107
치공구설계,2015(누적),전체,5388,4571,1941,42.5,2252,2014,1044,51.8,1043
치공구설계,2016,전체,66,54,38,70.4,37,29,20,69,20
치공구설계,2016,여자,4,3,3,100,3,2,1,50,1
치공구설계,2017,전체,42,34,21,61.8,20,15,10,66.7,10
치공구설계,2017,여자,1,1,1,100,1,1,0,0,0
치공구설계,2018,전체,63,43,33,76.7,36,31,21,67.7,21
치공구설계,2018,여자,4,1,1,100,1,1,1,100,1
치공구설계,2019,전체,33,26,18,69.2,17,13,7,53.8,7
치공구설계,2019,여자,2,1,0,0,0,0,0,0,0
치공구설계,2020,전체,20,15,12,80,13,11,6,54.5,6
치공구설계,2020,여자,0,0,0,0,0,0,0,0,0
정밀측정(기계분야),전체,전체,0,0,0,0,0,0,0,0,218
정밀측정(기계분야),2015(누적),전체,0,0,0,0,0,0,0,0,218
정밀측정,전체,전체,13559,11217,4766,42.5,6036,5535,3356,60.6,6356
정밀측정,2015(누적),전체,11445,9410,3759,39.9,4861,4444,2643,59.5,5643
정밀측정,2016,전체,436,369,171,46.3,206,197,125,63.5,125
정밀측정,2016,여자,53,49,26,53.1,36,33,26,78.8,26
정밀측정,2017,전체,374,316,175,55.4,215,202,136,67.3,136
정밀측정,2017,여자,63,53,30,56.6,32,31,22,71,22
정밀측정,2018,전체,476,402,243,60.4,256,242,193,79.8,193
정밀측정,2018,여자,56,49,34,69.4,42,40,30,75,30
정밀측정,2019,전체,456,399,243,60.9,265,243,128,52.7,128
정밀측정,2019,여자,53,53,40,75.5,41,40,21,52.5,21
정밀측정,2020,전체,372,321,175,54.5,233,207,131,63.3,131
정밀측정,2020,여자,47,38,20,52.6,24,23,17,73.9,17
계량전기,전체,전체,124,82,5,6.1,13,13,1,7.7,0
계량전기,2015(누적),전체,124,82,5,6.1,13,13,1,7.7,0
계량(구),전체,전체,14069,10427,1060,10.2,248,241,151,62.7,0
계량(구),2015(누적),전체,14069,10427,1060,10.2,248,241,151,62.7,0
계량기계,전체,전체,1659,1254,121,9.6,159,144,103,71.5,0
계량기계,2015(누적),전체,1659,1254,121,9.6,159,144,103,71.5,0
계량물리,전체,전체,229,153,12,7.8,12,8,4,50,0
계량물리,2015(누적),전체,229,153,12,7.8,12,8,4,50,0
형평삭,전체,전체,0,0,0,0,0,0,0,0,1
형평삭,2015(누적),전체,0,0,0,0,0,0,0,0,1
기어절삭,전체,전체,0,0,0,0,0,0,0,0,2
기어절삭,2015(누적),전체,0,0,0,0,0,0,0,0,2
정밀가공(보통선반),전체,전체,0,0,0,0,0,0,0,0,23
정밀가공(보통선반),2015(누적),전체,0,0,0,0,0,0,0,0,23
정밀가공(밀링작업),전체,전체,0,0,0,0,0,0,0,0,2
정밀가공(밀링작업),2015(누적),전체,0,0,0,0,0,0,0,0,2
정밀가공(연삭작업),전체,전체,0,0,0,0,0,0,0,0,4
정밀가공(연삭작업),2015(누적),전체,0,0,0,0,0,0,0,0,4
정밀가공(다듬질),전체,전체,0,0,0,0,0,0,0,0,13
정밀가공(다듬질),2015(누적),전체,0,0,0,0,0,0,0,0,13
기계제도,전체,전체,2704,2341,891,38.1,1405,1189,156,13.1,251
기계제도,2015(누적),전체,2704,2341,891,38.1,1405,1189,156,13.1,251
기계장비설비.설치분야,전체,전체,642477,498827,155587,31.2,217522,192841,93995,48.7,102782
기계장비설비.설치분야,2015(누적),전체,551812,427419,129735,30.4,184813,162246,74394,45.9,82559
기계장비설비.설치분야,2016,전체,18599,14637,5128,35,6230,5843,3844,65.8,3942
기계장비설비.설치분야,2016,여자,218,178,45,25.3,45,42,27,64.3,27
기계장비설비.설치분야,2017,전체,17653,13920,5191,37.3,6816,6399,4000,62.5,4166
기계장비설비.설치분야,2017,여자,268,215,58,27,67,64,47,73.4,48
기계장비설비.설치분야,2018,전체,16820,13263,4619,34.8,6051,5652,3640,64.4,3788
기계장비설비.설치분야,2018,여자,210,159,43,27,47,43,23,53.5,27
기계장비설비.설치분야,2019,전체,18328,14499,5362,37,6725,6336,3994,63,4121
기계장비설비.설치분야,2019,여자,246,185,55,29.7,47,44,22,50,23
기계장비설비.설치분야,2020,전체,19265,15089,5552,36.8,6887,6365,4123,64.8,4206
기계장비설비.설치분야,2020,여자,258,188,65,34.6,68,57,37,64.9,38
농업기계,전체,전체,6480,5209,1339,25.7,1500,1388,1075,77.4,1630
농업기계,2015(누적),전체,4571,3671,793,21.6,904,817,641,78.5,1189
농업기계,2016,전체,281,217,67,30.9,79,78,71,91,71
농업기계,2016,여자,2,1,1,100,1,1,1,100,1
농업기계,2017,전체,535,436,121,27.8,118,115,92,80,93
농업기계,2017,여자,6,6,1,16.7,1,1,1,100,1
농업기계,2018,전체,248,215,89,41.4,91,89,68,76.4,69
농업기계,2018,여자,4,3,2,66.7,2,2,1,50,1
농업기계,2019,전체,504,402,165,41,172,163,114,69.9,116
농업기계,2019,여자,10,9,4,44.4,5,5,3,60,3
농업기계,2020,전체,341,268,104,38.8,136,126,89,70.6,92
농업기계,2020,여자,9,5,3,60,3,3,1,33.3,1
